name,price,rpm,noise_level,color,size
Cooler Master MasterLiquid ML240L ARGB V2,99.99,6501800.0,"8,27",White,240.0
Asus TUF GAMING LC 240 ARGB,86.99,8002000.0,29,Black,240.0
Thermaltake TH360 V2 ARGB Sync,129.99,5002000.0,25.8,White,360.0
MSI MAG CORELIQUID P360,168.17,5002000.0,"14.3,34.3",Black,360.0
ID-COOLING IS-67-XT,34.99,5002200.0,35.2,Black,0.0
Thermaltake Contact 9 SE,15.99,8002000.0,24.5,Black / Silver,0.0
Asus ROG STRIX LC II 280 ARGB,89.99,7002100.0,35.7,Black,280.0
EK AIO Basic 240,107.62,5502200.0,33.5,Black,240.0
Thermalright AXP90-X53,23.9,2700.0,22.4,Gray,0.0
Deepcool Assassin 4S,79.99,5001800.0,29.3,White,0.0
ID-COOLING PINKFLOW,99.99,9002000.0,"16.3,33.5",White / Pink,240.0
ID-COOLING DASHFLOW BASIC,79.98,7001800.0,"15.2,35.2",White,360.0
Deepcool LD360,119.99,6002400.0,38.71,Black,360.0
Deepcool LE520,0.0,5002250.0,32.9,White,240.0
Corsair iCUE LINK H100i RGB,159.99,4802400.0,Unknown,White,240.0
MSI MAG CORELIQUID 240R V2,94.0,5002000.0,"14.3,34.3",White,240.0
be quiet! Pure Loop 2,104.9,0.0,"17.2,36.8",Black,360.0
NZXT Kraken M22,79.99,5002000.0,"21,36",Black,120.0
Enermax Liqmax III 360 ARGB,89.99,5001600.0,"14,27",Black,360.0
Thermalright Silver Soul 135,34.9,1850.0,29.6,Black,0.0
Alpenföhn BLACK RIDGE,91.42,8002800.0,"14,37.6",Black,0.0
Corsair H100i RGB PLATINUM SE,0.0,2200.0,36,White,240.0
Deepcool AG620,39.99,3001850.0,29.4,Black / Silver,0.0
Deepcool AK500,49.99,5001850.0,Unknown,Black / Silver,0.0
Thermalright Assassin King 120 MINI V2,19.89,1500.0,25.6,Black / Silver,0.0
Corsair H60 (2018),0.0,1700.0,28.3,Black,120.0
Thermalright Frost Commander 140,39.79,1800.0,30.2,White,0.0
ID-COOLING SE-225-XT,34.99,7001800.0,"15.2,35.2",Black,0.0
Thermaltake TH240 V2 ARGB Sync,84.99,5002000.0,25.8,Black,240.0
NZXT Kraken X73 RGB,279.99,5001500.0,"22,33",White / Black,360.0
Iceberg Thermal IceFLOE OASIS 360,0.0,2002200.0,28.9,Black,360.0
Asus ROG RYUJIN II ARGB,339.7,0.0,Unknown,Black,240.0
Deepcool AK500 DIGITAL WH,64.99,5001850.0,28,White,0.0
Cooler Master Hyper 622 Halo,64.98,6502050.0,27,Black,0.0
Phanteks Glacier One 360MPH,330.0,5002200.0,"18,34.2",White,360.0
ARCTIC Freezer 36 CO,35.99,2001800.0,Unknown,Black / Silver,0.0
Thermalright AXP120-X67,43.9,1800.0,26.1,Gray,0.0
Deepcool AG300,0.0,5003050.0,30.5,Black / Silver,0.0
Gigabyte AORUS WATERFORCE 360,169.99,9502150.0,"16.9,31",Black,360.0
NZXT Kraken X53 RGB,250.0,5001500.0,"22,33",Black,240.0
ID-COOLING IS-55 ARGB,39.99,5002000.0,31.2,Black,0.0
Cooler Master I30,13.3,2600.0,28,Black / Silver,0.0
Corsair H100x,299.99,1700.0,37,Black,240.0
Gigabyte AORUS WATERFORCE X II 360,279.99,8002400.0,"12,37.5",Black,360.0
Thermalright Burst Assassin,21.9,1550.0,25.6,Gray / Black,0.0
Asus ROG STRIX LC II,129.99,8002500.0,37.6,Black,360.0
Corsair iCUE LINK H100i LCD,199.99,4802400.0,Unknown,Black,240.0
ID-COOLING DASHFLOW 240 BASIC,59.99,7001800.0,"15.2,35.2",White,240.0
ARCTIC Freezer 7 X CO,26.99,3002000.0,Unknown,Black / Silver,0.0
Corsair iCUE LINK H170i RGB,199.99,4002000.0,Unknown,Black,420.0
Inter-Tech ALSEYE W90,29.99,3000.0,36.7,White / Black,0.0
GAMDIAS BOREAS E1,29.99,8002000.0,"10,31",Black / Silver,0.0
Thermaltake TH360 V2 Ultra ARGB Sync,159.99,5001800.0,25.8,Black,360.0
Scythe Mugen 6 Dual Fan,54.99,3002000.0,"3,26.88",Black,0.0
Thermalright Assassin X 120 V2,18.19,1500.0,25.6,Black / Silver,0.0
Jonsbo CR-1400 EVO Color White,24.88,8002200.0,"22.3,33.8",White,0.0
Cooler Master I70C,24.98,6501800.0,28,Black / Silver,0.0
Zalman CNPS9X Performa,19.99,7001800.0,28,Black,0.0
Cooler Master MasterLiquid Lite 240,0.0,6502000.0,"6,30",Unknown,240.0
ID-COOLING AURAFLOW X,59.99,7001800.0,"18,35.2",Black,240.0
Cooler Master MasterLiquid ML360L ARGB V2,119.99,6501800.0,"8,27",White,360.0
EK AIO 240 D-RGB,125.99,4502600.0,36.4,Black,240.0
Cooler Master MasterLiquid ML280 Mirror,150.99,6501400.0,"10,27",Black,280.0
Corsair H115i RGB PLATINUM,269.99,2000.0,37,Black / Silver,280.0
Noctua NH-U9DXi4,64.95,3001600.0,"13.1,17.6",Unknown,0.0
NZXT T120,39.99,5001800.0,"17.9,30.6",White,0.0
Deepcool LS520 WH,103.34,5002250.0,32.9,White,240.0
Lian Li Galahad II LCD,199.99,3001550.0,26.7,White,280.0
Phanteks GLACIER ONE 420D30,179.99,2501800.0,29.5,Black,420.0
Thermaltake TH420 V2 Ultra ARGB Sync,149.99,5002000.0,34.7,White,420.0
Thermalright SI-100 WHITE ARGB,26.9,2000.0,27.7,White,0.0
Noctua NH-L9x65 SE-AM4,59.95,6002500.0,"14.8,23.6",Unknown,0.0
Thermalright Silver Soul 110,28.9,2500.0,23,White,0.0
Thermalright Silver Soul 110,35.9,2500.0,23,Black,0.0
Fractal Design Lumen S36 RGB V2,134.98,5002000.0,"10,33.2",Black,360.0
Thermalright SI-100,26.9,2000.0,27.7,Blue,0.0
be quiet! Shadow Rock LP,49.9,1500.0,"14.8,25.5",Unknown,0.0
Deepcool AG620 WH ARGB,57.23,3001850.0,29.4,White,0.0
Cooler Master Hyper 620S,49.99,3501750.0,27.2,Black / Silver,0.0
MSI MAG CORELIQUID 360R V2,139.18,5002000.0,"14.3,34.3",White,360.0
Lian Li GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,225.01,8001900.0,32,White / Silver,240.0
EK AIO 280 D-RGB,113.59,5002000.0,36.4,Black / Translucent White,280.0
Deepcool AG400 PLUS,0.0,5002000.0,Unknown,Black / Silver,0.0
Cooler Master MasterLiquid ML240 Illusion,127.05,6501800.0,"6,30",Black,240.0
Cooler Master MasterLiquid ML240L V2 RGB,129.9,6501800.0,"8,27",White / Black,240.0
Alphacool Eisbaer Pro Aurora,227.91,0.0,31.5,Black,360.0
be quiet! Pure Loop 2 FX,109.9,0.0,"10.8,32.8",Black,280.0
Cooler Master MasterLiquid PL360 FLUX,179.99,0.0,32,Black,360.0
Thermaltake TH360 V2 Ultra ARGB Sync,187.13,5001800.0,25.8,White,360.0
MSI MPG CORELIQUID K360,390.0,0.0,39.9,Black,360.0
Corsair H100i PRO RGB,0.0,2400.0,37,Black,240.0
ARCTIC Liquid Freezer II 360 Rev. 2,0.0,2001800.0,Unknown,Black,360.0
Scythe FUMA 2,0.0,3001200.0,"2.7,24.9",Black / Silver,0.0
Noctua NH-D14,0.0,9001200.0,"12.6,19.8",Unknown,0.0
Thermalright Frozen Edge,53.9,2150.0,28.1,White,240.0
ENDORFY Spartan 5 MAX ARGB,42.55,2501500.0,Unknown,Black / Silver,0.0
Asus ROG STRIX LC II,89.99,8002500.0,37.6,Black,240.0
be quiet! Dark Rock TF 2,89.9,1400.0,Unknown,Black,0.0
Noctua NH-U9B SE2,119.99,10001600.0,"7.9,17.6",Unknown,0.0
Noctua NH-C14S,79.95,3001500.0,"19.2,24.6",Unknown,0.0
Corsair iCUE H115i ELITE CAPELLIX,200.0,2000.0,"10,36",Black,280.0
Phanteks Glacier One 360 T30 Gen2,390.67,12003000.0,"11.1,39.7",Black / Gray,360.0
Noctua NH-U14S TR4-SP3,99.95,3001500.0,"19.2,24.6",Unknown,0.0
Thermalright Assassin Spirit V2 Plus,0.0,1500.0,25.6,Gray,0.0
Deepcool LE500,0.0,5002250.0,Unknown,Black,240.0
Lian Li Galahad II LCD,209.99,3001550.0,26.7,Black,280.0
Cooler Master Hyper 212 EVO V2,62.74,6501800.0,"8,27",Unknown,0.0
Vetroo V360,84.59,8001800.0,Unknown,Black,360.0
Vetroo V5,27.99,8001700.0,30.8,Pink,0.0
NZXT Kraken X62,0.0,5001800.0,"21,38",Unknown,280.0
APNX AP1-V,49.9,6001800.0,"16.1,32.8",Black,0.0
Asus ROG RYUO III 240 ARGB,130.51,2200.0,36.45,Black,240.0
Asus ROG Ryujin III,174.99,4502000.0,29.7,Black,240.0
Lian Li GALAHAD AIO 360 RGB,209.0,8001900.0,Unknown,Black / Silver,360.0
be quiet! Pure Loop 280,99.9,0.0,"22.5,38.1",Black,280.0
Corsair iCUE H100i ELITE CAPELLIX,189.99,2400.0,"10,37",White,240.0
EVGA CLC 280,0.0,6002200.0,"16,39.5",Unknown,280.0
Fractal Design Lumen S36 V2,173.57,5002000.0,"10,33.2",Black,360.0
Thermalright Assassin King SE,19.89,1550.0,25.6,Silver / Gray,0.0
Cooler Master MasterLiquid Lite 120,0.0,6502000.0,"6,30",Unknown,120.0
Deepcool AG400 ARGB,0.0,5002000.0,31.6,Black / Silver,0.0
Cooler Master Hyper 212 LED Turbo ARGB,62.49,6501800.0,27,Black,0.0
ID-COOLING SL360,0.0,5002000.0,29.9,White,360.0
Cooler Master Hyper 622 Halo,64.98,6502050.0,27,White,0.0
ENDORFY Fera 5 Dual Fan,54.16,2501800.0,Unknown,Black / Silver,0.0
NZXT Kraken Z53 RGB,0.0,5001500.0,"22,33",White / Black,240.0
EVGA CLCx 360,149.99,0.0,35,Black,360.0
ID-COOLING IS-55 ARGB,34.99,5002000.0,31.2,White,0.0
Phanteks GLACIER ONE 420D30,184.99,2501800.0,29.5,White,420.0
Cooler Master Hyper H410R RGB,43.64,6002000.0,"6,29",Unknown,0.0
NZXT Kraken X63 RGB,278.83,5001500.0,"22,33",White / Black,280.0
Razer Hanbo Chroma,0.0,0.0,Unknown,Black,360.0
be quiet! Silent Loop 2 240,180.08,2200.0,"16.8,38.3",Black,240.0
ID-COOLING FROZN A410 ARGB,34.99,5002000.0,29.9,Black,0.0
NZXT Kraken Z63 RGB,0.0,5001500.0,"22,33",White / Black,280.0
Deepcool AS500 Plus,44.99,5001200.0,31.5,Black,0.0
Deepcool GAMMAXX GT A-RGB,0.0,5001650.0,27.8,Black / Silver,0.0
Deepcool CASTLE 360EX A-RGB,0.0,5001800.0,30,Black,360.0
ID-COOLING FROZN A620 ARGB,59.99,5002000.0,29.9,Black,0.0
ID-COOLING AURAFLOW X,59.99,7001800.0,"18,35.2",Black,240.0
Scythe Fuma 2 Rev.B,0.0,3001500.0,"2.58,23.8",Black / Silver,0.0
be quiet! Pure Rock Slim,33.99,2000.0,"13.1,25.4",Unknown,0.0
APNX AP1-V,49.9,6001800.0,"16.1,32.8",White,0.0
Corsair iCUE H170i ELITE LCD,289.99,4001600.0,"10,31.8",Black,420.0
NZXT Kraken Z63 RGB,0.0,5001500.0,"22,33",Black,280.0
Corsair H60,0.0,2000.0,30.85,Unknown,120.0
CRYORIG H7,159.88,3301600.0,25,Unknown,0.0
Corsair H55,0.0,1500.0,"18,26.5",Black,120.0
Thermaltake Gravity A2,20.3,12003500.0,33.5,Silver / Black,0.0
Corsair iCUE LINK H115i RGB,169.99,4002000.0,Unknown,Black,280.0
Intel BXTS15A,44.62,10003850.0,Unknown,Unknown,0.0
ID-COOLING FROSTFLOW X 240 LITE,0.0,7001800.0,"15.2,35.2",Black,240.0
Thermaltake Gravity i3,17.79,12003500.0,36.5,Silver / Black,0.0
NZXT Kraken X53 RGB,174.99,5001500.0,"22,33",White / Black,240.0
Lian Li Galahad AIO240 (2022),171.68,8001900.0,32,Black / Silver,240.0
ID-COOLING SE-224-XTS,29.99,6001500.0,28.9,White,0.0
Montech METAL DT24 PREMIUM,69.0,8001950.0,26,Black / Silver,0.0
Thermalright Frozen Warframe ARGB,0.0,2000.0,22.1,Black,360.0
Zalman CNPS9X Performa ARGB,24.99,7001800.0,28,Black,0.0
Corsair H100i,0.0,2700.0,37.68,Unknown,240.0
ARCTIC Alpine 12 LP,12.95,1002000.0,Unknown,Black / White,0.0
Thermalright Aqua Elite ARGB V2,0.0,2000.0,28.2,Unknown,360.0
Thermalright Peerless Assassin MINI,0.0,1500.0,25.6,Black,0.0
Noctua NH-L12Sx77,74.9,4501850.0,"16.8,23.9",Silver / Beige,0.0
Deepcool LE500 Marrs,0.0,5002250.0,32.9,Black,240.0
Thermaltake TH420 V2 Ultra ARGB Sync,168.99,5002000.0,34.7,Black,420.0
Deepcool AG500 WH ARGB,36.98,3001850.0,29.4,White,0.0
Thermalright Frost Commander 140,35.9,1800.0,30.2,Gray,0.0
Thermaltake TH120 V2 ARGB Sync,79.98,5002000.0,25.8,Black,120.0
EK EK-Nucleus AIO CR240 Lux D-RGB,127.99,5502300.0,36,White,240.0
be quiet! Shadow Rock 3,47.9,0.0,"11.5,24.4",White / Black,0.0
Cooler Master MasterLiquid ML240 Illusion,129.11,6501800.0,"6,30",White,240.0
Gigabyte AORUS WATERFORCE X,183.81,8002500.0,"7.9,37.6",Black,240.0
ID-COOLING DK-03,0.0,1600.0,26.4,Unknown,0.0
Cooler Master MASTERLIQUID PL360 FLUX,0.0,0.0,32,White,360.0
Corsair iCUE H115i RGB Pro XT,0.0,2200.0,36,Black,280.0
Cooler Master MasterLiquid PL240 FLUX,126.74,0.0,32,Black,240.0
Thermaltake TOUGHLIQUID Ultra,216.19,5002500.0,28.1,Black,360.0
Deepcool AK500S DIGITAL,54.99,5001850.0,28,White,0.0
Jonsbo CR-1000 EVO ARGB Black,25.99,6001500.0,"22,32",Black,0.0
Cooler Master MasterAir MA612 Stealth ARGB,71.97,6501800.0,"8,27",Unknown,0.0
Cooler Master Hyper H411R,0.0,6002000.0,29.4,Black / Silver,0.0
ARCTIC Freezer i35 RGB,33.26,2001700.0,Unknown,Black,0.0
Asus ROG Ryujin III,204.99,6002200.0,36.45,White,240.0
Cooler Master A71C,0.0,6501800.0,24.9,Black,0.0
Cooler Master Hyper 212 Halo SF6 Ryu,45.24,6502050.0,27,White / Orange,0.0
Thermalright Frozen Magic Scenic V2,0.0,2000.0,31.4,White,280.0
Corsair A500,89.99,2400.0,36,Black / Silver,0.0
be quiet! Dark Rock Pro TR4,132.19,12001500.0,"12.8,24.3",Black,0.0
Thermaltake TH280 V2 ARGB Sync,99.99,5001800.0,34.7,Black,280.0
be quiet! Silent Loop 2 280,166.59,1600.0,"16.5,36.1",Black,280.0
Noctua NH-U9 TR4-SP3,89.95,4002000.0,"16.3,22.8",Unknown,0.0
Thermaltake TH240 V2 ARGB Sync,89.99,5002000.0,25.8,White,240.0
be quiet! Pure Loop 360,129.99,0.0,"19.8,40.5",Black,360.0
Antec VORTEX 360,0.0,6002000.0,31.24,Black,360.0
Cooler Master MasterLiquid ML360R RGB,0.0,6502000.0,"6,34",Black,360.0
Deepcool CASTLE 240EX A-RGB,0.0,5001800.0,30,Black,240.0
MSI MAG CORELIQUID E240,99.0,0.0,Unknown,Black,240.0
Cooler Master i50,16.98,2000.0,28,Black / Silver,0.0
NZXT Kraken Z53 RGB,0.0,5001500.0,"22,33",Black,240.0
Deepcool GAMMAXX GTE V2,0.0,5001650.0,27.8,Black / White,0.0
MSI MAG CORELIQUID E240 WHITE,99.0,0.0,Unknown,White,240.0
Corsair iCUE H100i ELITE LCD,217.29,4502000.0,"10,30.4",Black,240.0
Noctua NH-U12S SE-AM4,74.95,3001500.0,"18.6,22.4",Unknown,0.0
Antec A400i,28.74,8001800.0,"20,36",Black / Silver,0.0
Alpenföhn Glacier Water 280,0.0,5002000.0,36.4,Black,280.0
Thermalright Frost Spirit 140 V3 BLACK,0.0,1500.0,25.6,Black,0.0
NZXT Kraken X52,0.0,5002000.0,"21,36",Unknown,240.0
Deepcool THETA 20 PWM,0.0,9002400.0,"17.8,32.5",Black / Silver,0.0
Lian Li GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,0.0,8001900.0,32,Black / Silver,240.0
ID-COOLING FROZN A620 ARGB WHITE,59.99,5002000.0,29.9,White,0.0
Asus TUF Gaming LC II ARGB,89.99,8002000.0,29,Black,240.0
Gigabyte AORUS LIQUID COOLER,0.0,2500.0,"18,39.5",Black,360.0
Asus ROG RYUO III 240 ARGB WHITE EDITION,134.99,2200.0,36.45,White,240.0
Asus ROG STRIX LC II ARGB,149.99,8002500.0,37.6,White / Black,240.0
ID-COOLING FROZN A410 ARGB WHITE,34.99,5002000.0,29.9,White,0.0
ARCTIC Freezer A35 A-RGB,46.99,2001700.0,Unknown,Black,0.0
be quiet! Pure Loop 2,89.9,0.0,"15.4,34.9",Black,240.0
ID-COOLING SE-914-XT ARGB,29.99,6002200.0,"14,25.8",Black / Gray,0.0
Enermax LIQMAX III 360 ARGB,89.99,5001600.0,"14,27",White / Black,360.0
Corsair H110i,0.0,2100.0,43,Unknown,280.0
Lian Li GALAHAD AIO 360 RGB UNI FAN SL120 EDITION,0.0,8001900.0,32,White / Silver,360.0
Gelid Solutions Liquid 120,64.98,7501800.0,29.6,Black,120.0
Deepcool LD240,99.99,6002400.0,38.71,Black,240.0
Scythe Mugen 5 Black Edition Rev.C,50.99,3001500.0,"4,28.6",Black,0.0
be quiet! Pure Loop 2,99.9,0.0,"15.4,33.8",Black,280.0
Fractal Design Lumen S24 V2,0.0,5002000.0,"10,33.2",Black,240.0
Fractal Design Celsius S24,126.4,5002000.0,32.2,Unknown,240.0
NZXT Kraken X63 RGB,0.0,5001500.0,"22,33",Black,280.0
ID-COOLING FROZN A610 BLACK,39.99,5002000.0,29.85,Black,0.0
Deepcool GAMMAXX L240 V2,0.0,5001800.0,30,Black / White,240.0
ENDORFY Fortis 5,67.14,2501400.0,Unknown,Black / Silver,0.0
Gelid Solutions BlackFrore,23.99,9002000.0,20,Black,0.0
be quiet! Dark Rock 3,0.0,4001400.0,"8.4,21.1",Unknown,0.0
be quiet! Pure Rock,0.0,1500.0,"19.1,26.8",Unknown,0.0
Thermaltake TH120 V2 ARGB Sync,79.98,5002000.0,25.8,White,120.0
Thermalright Assassin King 90,23.9,2500.0,27.3,Black / Silver,0.0
Thermaltake TOUGHLIQUID Ultra,249.99,5002000.0,33.2,Black,420.0
Cooler Master MasterLiquid ML240R RGB,149.1,6502000.0,"6,30",Unknown,240.0
Alpenföhn Panorama 2,0.0,5003000.0,Unknown,Black,0.0
Cooler Master X Dream I117,0.0,1800.0,Unknown,Unknown,0.0
Deepcool AS500 PLUS WH,49.99,5001200.0,31.5,White / Silver,0.0
NZXT Kraken X72,0.0,5002000.0,"21,36",Black,360.0
ID-COOLING FROSTFLOW X,0.0,7001800.0,"18,35.2",Unknown,240.0
Jonsbo CR-1400,0.0,9002300.0,"20,30.5",Black,0.0
Gigabyte AORUS WATERFORCE 240,0.0,9502150.0,"16.9,31",Black,240.0
Thermaltake TH120 ARGB Sync,59.74,1500.0,28.2,Black,120.0
Enermax AQUAFUSION ADV 360,99.99,5002000.0,"15,32.6",Black,360.0
Asus ROG Ryujin III ARGB,234.99,6002200.0,36.45,Black,240.0
Deepcool AN600,55.98,5001850.0,"20.4,24.2",Black / Silver,0.0
ID-COOLING SL240,99.99,5002000.0,29.9,White,240.0
ARCTIC Freezer i35 A-RGB,44.77,2001700.0,Unknown,Black,0.0
Deepcool UD511 RGB,0.0,5001800.0,26.8,Black,0.0
Deepcool GAMMAXX 400 V2,0.0,5001650.0,Unknown,Black / Blue,0.0
Gelid Solutions Tranquillo Rev. 5,19.98,9002000.0,26.5,Black,0.0
Deepcool AG400 DIGITAL BK ARGB,0.0,5002100.0,31.6,Black,0.0
Iceberg Thermal IceSLEET G3,17.98,6001200.0,20.5,Black / Gray,0.0
Alphacool Core Ocean T38,0.0,0.0,"0,34.3",Black,360.0
Enermax LIQMAX III 240 ARGB,69.98,5001600.0,"14,27",White / Black,240.0
Cooler Master MasterLiquid ML360 Sub-Zero EVO,0.0,0.0,30,Black,360.0
Fractal Design Lumen S28 RGB V2,197.95,5001700.0,"10,35.5",Black,280.0
Noctua NH-D15 SE-AM4,109.95,12001500.0,"19.2,24.6",Unknown,0.0
Asus ROG RYUJIN 360,267.05,4502000.0,29.7,Black,360.0
Deepcool ASSASSIN III,79.98,4001400.0,34.2,Black / Silver,0.0
Deepcool AK400,0.0,5001850.0,29,Pink / White,0.0
MSI MEG CORELIQUID S280,165.0,0.0,24.9,Black,280.0
Razer Hanbo Chroma,179.99,0.0,Unknown,Black,240.0
Thermalright Frozen Vision 360,0.0,2150.0,27,White,360.0
Cooler Master MasterLiquid ML240L RGB,118.99,6502000.0,"6,30",Unknown,240.0
Jonsbo CR-1000,0.0,7001800.0,"20.55,37.2",Black,0.0
ENDORFY Spartan 5 MAX,38.45,2501500.0,Unknown,Black / Silver,0.0
Enermax AQUAFUSION ADV,72.86,5002000.0,"15,32.6",White,360.0
ENDORFY Spartan 5 ARGB,37.47,2501500.0,Unknown,Black / Silver,0.0
Vetroo U6 Pro,34.99,7001500.0,"18.1,30.5",Black,0.0
Antec A30,0.0,1750.0,20,Unknown,0.0
Corsair H80i v2,0.0,2435.0,37.7,Unknown,120.0
Cooler Master MasterAir MA612 Stealth,53.12,6501800.0,"8,27",Unknown,0.0
Deepcool Castle 240 RGB V2,0.0,5001800.0,30,Black,240.0
TEAMGROUP SIREN GD360E,110.99,6002200.0,"14.3,35.6",White,360.0
ID-COOLING ZOOMFLOW 360 XT,99.99,5001500.0,"13.8,30.5",Black,360.0
CRYORIG M9a,0.0,6002200.0,26.4,Unknown,0.0
Scythe Mugen 5 PCGH Edition,0.0,300800.0,"4,14.5",Silver / Black,0.0
Thermalright Frozen Edge,0.0,2150.0,28.1,White,360.0
Deepcool R-AN600-BKNNMN-G,51.14,5001850.0,"20,24.4",Black / Silver,0.0
Cooler Master MasterAir MA624 Stealth,62.0,6501400.0,"10,27",Black,0.0
Scythe Mugen 6,46.99,3002000.0,"3,26.88",Black,0.0
Silverstone IceMyst 360,145.72,5002200.0,"12.1,33.1",Silver / Black,360.0
Lian Li Galahad AIO360 (2022),249.95,8001900.0,32,White / Silver,360.0
ENDORFY Fera 5 ARGB,58.03,2501800.0,Unknown,Black / Silver,0.0
ENDORFY Fortis 5 ARGB,76.03,2501400.0,Unknown,Black / Silver,0.0
KOLINK Umbra EX180,0.0,8001800.0,28.6,Black,0.0
ID-COOLING PINKFLOW 240 Diamond,99.99,9002000.0,"16.3,33.5",Pink,240.0
Alphacool Eisbaer Pro Aurora,284.22,0.0,31.5,Black,420.0
Noctua NH-U12DXi4,74.95,3001500.0,"18.6,22.4",Unknown,0.0
Thermaltake TOUGHAIR 310,39.99,5002000.0,23.6,Black / Gray,0.0
Lian Li GALAHAD AIO 240 RGB,0.0,8001900.0,Unknown,White / Silver,240.0
Thermalright Frozen Vision 360,0.0,2150.0,27,Black,360.0
Asus ROG STRIX LC 360 RGB White Edition,249.99,8002500.0,37.6,White,360.0
Thermaltake TH280 V2 ARGB Sync,109.99,5001800.0,34.7,White,280.0
Cooler Master Wraith Ripper,269.0,0.0,"0,38",Black,0.0
Alphacool Core Ocean T38,100.19,0.0,"0,36",Black,420.0
Thermaltake TH420 V2 ARGB Sync,135.99,5001800.0,34.7,Black,420.0
Gigabyte AORUS ATC800,215.0,6002000.0,"18,31",Black,0.0
Thermaltake TOUGHAIR 510,46.99,5002000.0,23.6,Black / Gray,0.0
KOLINK Umbra EX180 Black Edition,42.48,8001800.0,28.6,Black,0.0
Scythe Big Shuriken 3 Rev.B,0.0,3001800.0,"2.58,27.8",Black / Silver,0.0
Zalman CNPS9X Performa ARGB,19.99,7001800.0,28,White,0.0
EK AIO 360 D-RGB,0.0,4502600.0,36.4,Black,360.0
Thermalright Silver Soul 135,32.9,1850.0,29.6,Silver,0.0
ARCTIC Freezer i13 X,19.99,3002000.0,Unknown,Black / White,0.0
Cooler Master Hyper 212 LED,47.8,6001600.0,"9,31",Unknown,0.0
Enermax ETS-T40F-TB,28.99,9001800.0,"11,21",Unknown,0.0
Corsair iCUE H60i RGB PRO XT,0.0,2400.0,"10,37",Black,120.0
Corsair H115i PRO,249.99,1200.0,20.4,Unknown,280.0
ID-COOLING SE-214-XT,0.0,5001500.0,"16,26.6",Unknown,0.0
Cooler Master Hyper T20,30.74,2000.0,30,Black / Silver,0.0
Thermaltake TH360 ARGB Sync,103.99,1500.0,28.2,Black,360.0
ENDORFY Navis F360 ARGB,164.11,2501800.0,Unknown,Black,360.0
ID-COOLING FROZN A720 BLACK,69.98,5002000.0,33.5,Black,0.0
Thermaltake TH360 ARGB Sync,101.99,1500.0,28.2,White,360.0
ARCTIC Liquid Freezer 360,0.0,5001350.0,22.5,Unknown,360.0
Geometric Future Eskimo Junior 36,119.9,2000.0,29,White,360.0
ID-COOLING SL360,0.0,5002000.0,29.9,Black,360.0
ARCTIC Freezer 4U-M,84.99,4002300.0,40,Black / Silver,0.0
Enermax Liqmax III 240 ARGB,73.99,5001600.0,"14,27",Black,240.0
ID-COOLING SE-226-XT,0.0,5001500.0,"13.8,30.5",Black,0.0
Aerocool Cylon 4,51.2,8001800.0,"14,26",Black,0.0
Scythe Kotetsu Mark 3,29.99,3001500.0,"4,28.6",Black / Silver,0.0
EVGA CLCx 240,99.99,0.0,35,Black,240.0
Antec VORTEX 240,99.45,6002000.0,31.24,Black,240.0
Cooler Master MasterLiquid 240,124.99,6502000.0,"6,30",Unknown,240.0
Thermalright Frost Spirit 140,0.0,1500.0,25.6,Gray,0.0
ID-COOLING SE-207-XT SLIM SNOW,0.0,7001800.0,"15.2,35.2",White,0.0
Thermaltake TH360 V2 Ultra ARGB Sync,169.99,5001800.0,25.8,Blue / White,360.0
Thermalright Frozen Warframe ARGB,0.0,2000.0,22.1,White,360.0
Fractal Design Lumen S28 V2,156.9,5001700.0,"10,35.5",Black,280.0
Amazon Basics,30.05,6002000.0,"6,29",Unknown,0.0
Asus ROG RYUJIN II,182.49,4502000.0,29.7,Black,240.0
Alphacool Eisbaer Aurora 420,273.37,6001500.0,Unknown,Black,420.0
RAIJINTEK JUNO-X,38.76,12002500.0,26,Black,0.0
ID-COOLING FROZN A610,49.99,5002000.0,29.9,Black,0.0
ID-COOLING IS-40X,26.99,6002500.0,"14,33",Black / White,0.0
Yeston zeaginal Sakura,119.9,9001800.0,30,White,360.0
be quiet! Shadow Rock Slim 2,44.9,1400.0,"11.5,23.7",Black,0.0
Thermaltake TH120 ARGB Sync,63.99,1500.0,28.2,White,120.0
ENDORFY Navis F360,152.11,2501800.0,Unknown,Black,360.0
Thermaltake TOUGHLIQUID Ultra RGB,279.99,5002000.0,30.7,Black,420.0
Thermaltake TH280 V2 Ultra ARGB Sync,134.99,5002000.0,34.7,Black,280.0
Thermalright Aqua Elite ARGB V2,0.0,2000.0,28.2,Unknown,240.0
Enermax ETS-T50 AXE ARGB,45.99,5001600.0,"14,24",White,0.0
Gigabyte AORUS WATERFORCE X,199.99,2300.0,"8.06,44.4",Black,280.0
Antec Symphony ARGB,157.78,8001600.0,"20,35",Black,360.0
ARCTIC Freezer 34 eSports,50.69,2002100.0,28,Red / Black,0.0
Iceberg Thermal IceSLEET G6 Stealth,37.99,6001400.0,26,Black / Blue,0.0
Alphacool Core Ocean T38,84.99,0.0,"0,34.3",Black,240.0
Deepcool CASTLE 360EX,0.0,5001800.0,32.1,Black,360.0
Silverstone Hydrogon D120 ARGB V2,71.61,0.0,"0,30.5",Black / Silver,0.0
