name,price,rpm,noise_level,color,size
Dynatron A49,50.78,8001800.0,"10.8,21.3",Silver,0.0
Rosewill RCX-Z90-AL,20.0,6003000.0,"15,30",Unknown,0.0
RAIJINTEK Orcus 360 RGW,79.99,4001800.0,28,Black,360.0
Cooler Master CHD-00008-01-GP,24.99,2200.0,22,Unknown,0.0
Dynatron Q12,39.95,0.0,"16,35.98",Unknown,0.0
Valkyrie VIND SL125,0.0,8002150.0,29,Black / Red,0.0
Enermax LIQMAX III RGB,0.0,5001600.0,"14,27",Black,240.0
Cooler Master Seidon 240V,0.0,8002400.0,"12,35",Unknown,240.0
Antec C40,0.0,8002200.0,"16,23",Unknown,0.0
GameMax Gamma 500 ARGB,55.18,10001800.0,26.3,Black / Silver,0.0
Asus TUF Gaming LC RGB,0.0,8002000.0,29,Black,240.0
Corsair H40,0.0,2000.0,Unknown,Unknown,120.0
Evercool HPL-815EP,0.0,10004000.0,"12,40",Unknown,0.0
Scythe BIG Shuriken 2 Rev. B,0.0,5002000.0,"9.32,33.67",Unknown,0.0
Cooler Master Seidon 240M,0.0,6002400.0,"19,40",Unknown,240.0
Thermaltake Water 3.0 Extreme,0.0,10002000.0,20,Unknown,240.0
CRYORIG C1,0.0,7001300.0,24,Unknown,0.0
Thermalright TRUE Spirit 120M(BW) Rev.A,0.0,6001300.0,25.4,Unknown,0.0
Reeven Steropes RC-1206b,0.0,5002000.0,"9.32,33.67",Unknown,0.0
ARCTIC Freezer 33 eSports Edition (Black/Red),0.0,2001800.0,24.4,Unknown,0.0
Deepcool Fryzen,0.0,5001800.0,"17.8,41.5",Silver / Black,0.0
ARCTIC Freezer 34 eSports,0.0,2002100.0,Unknown,Green / Black,0.0
RAIJINTEK JUNO PRO RBW,0.0,4001800.0,28,Black,0.0
Deepcool CAPTAIN 240 RGB V2,0.0,5001800.0,30,Black,240.0
Thermalright AXP-90R,0.0,2700.0,22.4,Silver / Gray,0.0
Cougar AQUA,0.0,6001800.0,35,Black,240.0
Fractal Design Lumen S28 RGB,0.0,5001700.0,"10,35.5",Black,280.0
GAMDIAS CHIONE E2,0.0,1800.0,Unknown,Black,120.0
ID-COOLING SE-207-XT ADVANCED,0.0,7001800.0,"15.2,35.2",Unknown,0.0
Cooler Master Hyper H410R White Edition,0.0,6002000.0,"6,29",Unknown,0.0
Alphacool Eisbaer Pro HPE Aurora,0.0,0.0,31.5,Black,360.0
Noua Vex,0.0,1500.0,Unknown,Black / Silver,0.0
Inter-Tech ALSEYE X360,0.0,1600.0,35.6,Gray / Black,360.0
ID-COOLING SE-214-XT-RX,0.0,7001800.0,35.2,Red / Black,0.0
ID-COOLING SE-214-XT-WL,0.0,7001800.0,35.2,White,0.0
Deepcool AG620 Digital,0.0,3001950.0,29.4,Black / Silver,0.0
Phanteks PH-TC12LS_BK,0.0,5001800.0,25,Unknown,0.0
Zalman CNPS20X,29.99,8001500.0,29,Black / Silver,0.0
Cougar FORZA 85 ESSENTIAL,71.77,6002000.0,34.5,Black,0.0
Enermax LIQMAX III ARGB,0.0,5001600.0,"14,27",Black,120.0
Alpenföhn Silvretta,0.0,8002800.0,Unknown,Unknown,0.0
In Win Nebula NR36,134.3,4001800.0,25,Black / White,360.0
ID-COOLING SE-224-XTS MINI,0.0,7001600.0,31.5,Black,0.0
Scythe Mugen MAX,0.0,5001300.0,"13,30.7",Unknown,0.0
Thermaltake TOUGHLIQUID ARGB,0.0,5002500.0,28.1,Black,360.0
Thermaltake TH240 V2 Ultra EX ARGB Sync,0.0,0.0,Unknown,Black,240.0
Thermaltake CL-P0326,0.0,4200.0,44,Unknown,0.0
Enermax ETS-T40-TB,77.79,8001800.0,"10,21",Unknown,0.0
TUNIQ Tower 120 Extreme,0.0,10002000.0,"16,20",Unknown,0.0
Thermaltake Water 2.0 Pro,0.0,12002000.0,"10,27.36",Unknown,120.0
Phanteks PH-TC14PE_BK,0.0,9001200.0,"13.4,19",Unknown,0.0
Silverstone HE02,0.0,0.0,Unknown,Unknown,0.0
Zalman FX100,0.0,0.0,0,Unknown,0.0
Thermaltake NiC C5,0.0,10002000.0,"20,39.9",Unknown,0.0
Titan TTC-NK85TZ/CS2,0.0,8002200.0,"15,35",Unknown,0.0
Dynatron R14,42.95,15007000.0,"16,47.5",Unknown,0.0
Scythe Mugen 4,0.0,4001400.0,"5.3,28",Unknown,0.0
Dynatron T450,0.0,8002500.0,"16,27.3",Unknown,0.0
CRYORIG R1 Universal,0.0,7001300.0,"20,25",Unknown,0.0
Thermalright TRUE Spirit 140 POWER,0.0,9001300.0,"17,21",Unknown,0.0
Cooler Master Hyper D92,0.0,8002800.0,"18,33",Unknown,0.0
Deepcool CAPTAIN 360,0.0,6002200.0,"17.6,39.29",Unknown,360.0
Deepcool GAMMAXX S40,0.0,9001600.0,"17.8,26.1",Unknown,0.0
LEPA AquaChanger 240,0.0,5002300.0,"14,35",Unknown,240.0
Cooler Master Blizzard T2,0.0,2200.0,30,Unknown,0.0
Cooler Master Hyper 412S,0.0,9001300.0,"16.1,22.5",Unknown,0.0
Thermaltake Water 3.0 Riing RGB 360,0.0,8001500.0,26.4,Unknown,360.0
Scythe FUMA,0.0,3001400.0,"13,28",Unknown,0.0
Cooler Master V8 Ver.2,0.0,1600.0,36,Unknown,0.0
Thermaltake Riing Silent 12 Blue,0.0,3001400.0,"13,18",Unknown,0.0
Cooler Master MasterAir Pro 4,0.0,6502000.0,"6,30",Unknown,0.0
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,0.0,6502000.0,"6,30",Black,240.0
Scythe Mugen 5 TUF Gaming Alliance,0.0,3001200.0,"4,24.9",Brown / Black,0.0
Deepcool GAMERSTORM CAPTAIN 360X WHITE,0.0,5001800.0,32.1,White / Black,360.0
SilentiumPC Grandis 2 XE1436,0.0,5001600.0,21,Black / Silver,0.0
Antec Neptune 240 ARGB,0.0,9001600.0,"20,36",Black,240.0
SilentiumPC Fera 3 EVO ARGB,0.0,2501600.0,Unknown,White / Silver,0.0
ID-COOLING ZOOMFLOW X,0.0,7001500.0,"18,26.4",Black,360.0
Akasa Vegas Chroma LG,0.0,5001800.0,32.5,Black,0.0
Thermalright Frost Spirit 140 RGB,0.0,1500.0,25.6,Gray,0.0
Fractal Design Lumen S28,0.0,5001700.0,"10,35.5",Black,280.0
ARCTIC Liquid Freezer II 360 RGB,0.0,2001800.0,22.5,Black,360.0
Thermalright Assassin X,0.0,1500.0,25.6,Black / Silver,0.0
ID-COOLING ICEFLOW ARGB,0.0,9002000.0,"16,31.5",Black,240.0
ID-COOLING DK-01S,0.0,2200.0,23.8,Unknown,0.0
Deepcool AG500,0.0,3001850.0,29.4,Black / Silver,0.0
EK EK-Nucleus AIO CR240 Vision D-RGB,0.0,5002200.0,33.5,Black,240.0
Deepcool UL551 RGB,0.0,5001800.0,26.8,Black,0.0
Noua Siberus TR240,0.0,8001800.0,"25,32",Black,240.0
Thermalright Frozen Magic EX,0.0,1850.0,29.6,Black,360.0
Thermalright Frozen Horizon ARGB,0.0,2150.0,28.1,White,360.0
ID-COOLING SE-207-XT ARGB,0.0,5001500.0,30.5,Black,0.0
Deepcool AG620 Digital ARGB,0.0,3001950.0,29.4,Black,0.0
Silverstone NT07-115X,27.06,12003400.0,"18,26",Unknown,0.0
Alpenföhn Glacier Water 240 High Speed,0.0,5002200.0,36.8,Black,240.0
Cooler Master MasterLiquid Mirror,0.0,6501800.0,"8,27",Unknown,360.0
Thermalright Core Matrix,0.0,2150.0,27,White,240.0
ARCTIC Alpine 64 Pro Rev 2,0.0,5002000.0,Unknown,Unknown,0.0
Cooler Master DK9-7E52A-0L-GP,42.99,3200.0,25.17,Unknown,0.0
Zalman CNPS9900ALED,0.0,8002000.0,"18,38",Unknown,0.0
Rosewill RCX-Z775-LP,0.0,6002600.0,"16,24.5",Unknown,0.0
ZEROtherm CORE92,0.0,9002500.0,19.5,Unknown,0.0
Cooler Master GeminII S524,0.0,8001800.0,"15.1,31.6",Unknown,0.0
Cooler Master Hyper 612,0.0,6002000.0,"9,36",Unknown,0.0
Zalman CNPS80F,0.0,2500.0,23.8,Unknown,0.0
Cooler Master Nepton 280L,0.0,2000.0,"21,39",Unknown,280.0
Thermalright Silver Arrow IB-E Extreme,0.0,6002500.0,"21,45",Unknown,0.0
Scythe Kotetsu,0.0,4001400.0,"5.3,28",Unknown,0.0
Thermalright Macho Zero,0.0,0.0,0,Unknown,0.0
SilentiumPC Spartan LT HE922,0.0,8002000.0,"9.9,21.9",Unknown,0.0
Cooler Master Seidon 120V VER.2,0.0,8002400.0,"6.5,27",Unknown,120.0
Deepcool LUCIFER K2,0.0,6001800.0,"18.2,32.4",Unknown,0.0
Deepcool LUCIFER V2,0.0,3001400.0,"12.6,31.1",Unknown,0.0
Alpenföhn Brocken 2,0.0,1100.0,19,Unknown,0.0
Silverstone Argon AR10-115XS,40.99,5004000.0,"18.07,39.03",Unknown,0.0
Deepcool CAPTAIN 120EX RGB,0.0,5001800.0,"17.6,31.3",Unknown,120.0
Deepcool CAPTAIN 240EX RGB,0.0,5001800.0,"17.6,31.3",Unknown,240.0
ARCTIC Freezer 33 TR (Black/White),0.0,2001800.0,24.4,Unknown,0.0
ARCTIC Freezer 12,0.0,0.0,22.5,Unknown,0.0
ARCTIC Alpine 11 - Passive,0.0,0.0,0,Unknown,0.0
Cooler Master MasterAir MA620P TUF Gaming Edition,0.0,6001800.0,"6,31",Black / Yellow,0.0
Rosewill ROCC-16002,0.0,8002000.0,23.6,Blue / Black,0.0
Zalman CNPS10X Optima II,0.0,8001500.0,27,White,0.0
Enermax Aquafusion 120,0.0,5002000.0,"17,32.6",Black,120.0
Deepcool GAMERSTORM CAPTAIN 240X WHITE,0.0,5001800.0,32.1,White / Black,240.0
ID-COOLING AURAFLOW X,0.0,7001800.0,"18,35.2",Black,120.0
Akasa Nero 3,0.0,5001500.0,24.6,Black / Silver,0.0
upHere AC12RGB,0.0,6001700.0,"16.1,27.7",Black,0.0
upHere CC120RGB,0.0,6001700.0,"16.1,27.7",Black / White,120.0
ID-COOLING SE-224-XT RGB,0.0,9002000.0,"16.2,31.5",Black / White,0.0
Fractal Design Lumen S24,0.0,5002000.0,"10,33.2",Black,240.0
ARCTIC Liquid Freezer II 420 RGB,0.0,2001900.0,22.5,Black,420.0
ID-COOLING DK-15 PWM,0.0,6002000.0,"14.2,26.5",Unknown,0.0
ID-COOLING FROSTFLOW X 120 SNOW,0.0,7001800.0,"18,35.2",White,120.0
Inter-Tech ALSEYE X120,0.0,1600.0,35.6,Gray / Black,120.0
Thermalright Frozen Magic ARGB,0.0,1500.0,25.6,White,240.0
GameMax Iceberg 240 Rainbow,0.0,6001800.0,"25,32",Black,240.0
ID-COOLING FX240,0.0,7001800.0,35.2,Black,240.0
ID-COOLING FX360,0.0,7001800.0,35.2,Black,360.0
ID-COOLING IS-40X V3,0.0,8002800.0,35.2,White,0.0
ID-COOLING SE-902-SD V3,0.0,2000.0,23.1,Black / Silver,0.0
Thermalright Aqua Elite ARGB V2,0.0,2000.0,28.2,Unknown,240.0
Zalman ALPHA2 A24,0.0,6002000.0,29.7,Black,240.0
AQIRYS Hydra ARGB,0.0,8002000.0,"25,34",Black,240.0
Thermalright SilverArrow T8,80.75,6001800.0,"19,25",Silver / Red,0.0
Thermalright Frozen Warframe,0.0,2000.0,22.1,Black,240.0
Dynatron K5,28.95,10002500.0,"14.7,29.8",Unknown,0.0
Fractal Design Kelvin T12,0.0,8001700.0,26.9,Unknown,120.0
Alpenföhn Panorama rev.B,0.0,9002000.0,"14,22.1",Unknown,0.0
Thermalright Frozen Warframe ARGB,0.0,1750.0,29.8,Black,420.0
Zalman CNPS10X Performa,0.0,9002000.0,"17,24",Silver / Black,0.0
Zalman CNPS9700 LED,0.0,12502800.0,"19.5,35",Unknown,0.0
Noctua NH-C12P SE14,0.0,7501200.0,"10.1,19.6",Unknown,0.0
Thermaltake Frio OCK,0.0,12002100.0,"21,48",Unknown,0.0
Zalman CNPS9500A-LED,0.0,13502600.0,"18,27.5",Unknown,0.0
Phanteks PH-TC14PE,0.0,7001200.0,"13.4,19",Unknown,0.0
Cooler Master TPC 812,0.0,6002400.0,"19,40",Unknown,0.0
ARCTIC Alpine 11 Pro Rev. 2,0.0,5002000.0,Unknown,Unknown,0.0
ARCTIC Alpine 11,0.0,9002000.0,14,Unknown,0.0
ARCTIC Alpine 11 Plus,0.0,6002000.0,14,Unknown,0.0
Phanteks PH-TC12DX_BK,0.0,6001800.0,"21.9,27.6",Unknown,0.0
Evercool HPQ-12025,0.0,8002200.0,38.1,Unknown,0.0
Thermaltake Water 3.0 Pro,0.0,10002000.0,20,Unknown,120.0
be quiet! Dark Rock Advanced C1,0.0,1500.0,"6.6,18.8",Unknown,0.0
Intel BXRTS2011AC,0.0,10003000.0,Unknown,Unknown,0.0
Deepcool FROSTWIN V2.0,0.0,1600.0,"17.8,21",Unknown,0.0
Fractal Design Kelvin S36,0.0,8001700.0,26.9,Unknown,360.0
Thermalright Silver Arrow ITX,0.0,3001300.0,"17,24.9",Unknown,0.0
Xigmatek Apache II,0.0,12002500.0,28,Unknown,0.0
Thermalright AXP-100 Muscle,0.0,9002500.0,"22,30",Unknown,0.0
ARCTIC Freezer i32,67.0,0.0,Unknown,Unknown,0.0
Cooler Master MasterLiquid Pro 240,0.0,5002000.0,"6,30",Unknown,240.0
Thermalright Le Grand Macho,0.0,0.0,Unknown,Unknown,0.0
Reeven Brontes RC-1001b,0.0,6502200.0,"10.5,31.67",Unknown,0.0
Scythe SCKDT-1000,0.0,8003300.0,"8.2,32.5",Unknown,0.0
be quiet! Silent Loop 120,0.0,2000.0,"16.1,36.9",Unknown,120.0
be quiet! Silent Loop 240,0.0,2000.0,"16.1,36.9",Unknown,240.0
Thermaltake Engine 27,0.0,15002500.0,"13,25",Unknown,0.0
Enermax ETS-T50 AXE (White),0.0,8001800.0,"18.9,25",Unknown,0.0
Alpenföhn Sella,0.0,8502200.0,"14,29.8",Unknown,0.0
ARCTIC Freezer 33 eSports Edition (Black/Green),0.0,2001800.0,24.4,Unknown,0.0
Scythe Kabuto 3,0.0,3001400.0,"4,28",Unknown,0.0
ID-COOLING FROSTFLOW+ 120 SNOW,0.0,7001500.0,"18,26.4",White,120.0
ID-COOLING FROSTFLOW+ 280,0.0,8001600.0,"16.8,32.6",Black / White,280.0
ID-COOLING AURAFLOW 240 SNOW,0.0,7001800.0,"18,35.2",White,240.0
CRYORIG H7 Plus,0.0,3001600.0,25,Black / Silver,0.0
Cooler Master Hyper 212 RGB Phantom Gaming Edition,0.0,6502000.0,"8,30",Black,0.0
Jonsbo CR-201 HIVES (White),0.0,8001600.0,"18,26.1",White,0.0
Deepcool GAMMAXX GT TGA,0.0,5001500.0,"17.8,27",Black / Silver,0.0
Jonsbo TW3-240,0.0,8001500.0,25,Black,240.0
Silverstone HE01-V2,100.99,5002000.0,"18,41",Silver / Black,0.0
Gelid Solutions Phantom,0.0,7501600.0,"12,26.7",Black / Silver,0.0
Gelid Solutions Sirocco,0.0,7502000.0,40.4,Black / Silver,0.0
ID-COOLING SE-207,0.0,7001800.0,"18,35.2",Black / White,0.0
SilentiumPC Fera 3 RGB HE1224,0.0,5001600.0,Unknown,Black / Silver,0.0
Enermax AQUAFUSION,0.0,5002000.0,"17,32.6",White,120.0
Alpenföhn Glacier Water 360,0.0,5001600.0,23.5,Black,360.0
Thermalright Assassin King 120 Mini,0.0,1500.0,25.2,Black / Silver,0.0
Thermalright Assassin King 120 Plus,0.0,1500.0,25.6,Black / Silver,0.0
GAMDIAS BOREAS E1,0.0,8002000.0,"10,31",Black / Silver,0.0
Phanteks Glacier One 280MPH,0.0,5002200.0,"18,39.1",Black,280.0
Thermaltake Engine 17,0.0,15002500.0,"11,23",Silver,0.0
Thermaltake TOUGHLIQUID ARGB,0.0,5002000.0,22.3,Green,240.0
ID-COOLING DK-03A RGB PWM,0.0,5001800.0,"14.2,25.6",Unknown,0.0
Jonsbo PISA A4,0.0,8001850.0,36.8,White,0.0
Jonsbo CR-3000 Standard,0.0,6001500.0,"22,32",Black / Silver,0.0
Jonsbo HX5230,0.0,7001800.0,"25.2,37.6",Black,0.0
Thermalright Frozen Magic EX,0.0,1850.0,29.6,Black,120.0
ID-COOLING FX360 ARGB,0.0,5001800.0,35.2,White,360.0
ID-COOLING IS-50 MAX RGB V3,0.0,9002000.0,31.2,Black / Silver,0.0
ID-COOLING SE-225-XT,0.0,7001800.0,"15.2,35.2",Black / Silver,0.0
Deepcool AG620 Digital ARGB,0.0,3001950.0,29.4,White,0.0
Thermalright Frozen Notte ARGB V2,0.0,2000.0,27.7,White,240.0
RAIJINTEK Orcus 280 RGW,74.99,4001800.0,28,Black,280.0
FSP Group Windale 4,19.99,6001600.0,32,Black / Silver,0.0
Thermaltake CLP0552,24.99,8001700.0,22,Unknown,0.0
Sapphire NITRO+ S360-A,0.0,4052400.0,"17.9,36.2",Black / Silver,360.0
Antec KUHLER H2O 950,65.0,0.0,Unknown,Unknown,120.0
Silverstone NT06-PRO-V2,76.68,10002200.0,Unknown,Silver / Black,0.0
Zalman CNPS16X,0.0,8001500.0,27,Black,0.0
In Win SR36 PRO,154.63,5002500.0,23,Black,360.0
Dynatron R13,47.51,11006000.0,"19.1,53.8",Unknown,0.0
Dynatron R15,43.95,0.0,Unknown,Unknown,0.0
In Win SR24,125.85,5002500.0,23,Black,240.0
Valkyrie DRAGONFANG,0.0,8002150.0,29,Black,240.0
Gelid Solutions SnowStorm,0.0,9002200.0,"10,24.1",Unknown,0.0
ID-COOLING SE-224-XT ARGB DUET,0.0,5001500.0,"13.8,30.5",Unknown,0.0
Thermalright Frozen Horizon ARGB,0.0,2150.0,28.1,Black,360.0
Cooler Master GeminII S,0.0,10002000.0,"17,21",Unknown,0.0
Cooler Master Vortex Plus,0.0,8002800.0,"17,35",Unknown,0.0
Prolimatech PRO-SAM17,0.0,0.0,Unknown,Unknown,0.0
SilenX EFZ-92HA3,36.38,2000.0,"8,24",Unknown,0.0
SilenX EFZ-100HA2,22.95,2400.0,"8,24",Unknown,0.0
Zalman CNPS11X Performa,0.0,10001600.0,"17,26",Unknown,0.0
Thermaltake CLP0587,74.98,12001800.0,39,Unknown,0.0
be quiet! Dark Rock 2,0.0,1300.0,"8.7,21.2",Unknown,0.0
Enermax ETS-T40-W,0.0,2200.0,31.2,Unknown,0.0
Antec KUHLER H2O 650,0.0,6002400.0,Unknown,Unknown,120.0
Cooler Master Hyper 412 Slim,0.0,5001600.0,"8,30",Unknown,0.0
Zalman FX70,0.0,0.0,0,Unknown,0.0
RAIJINTEK PALLAS Red,40.2,6501400.0,28,Unknown,0.0
RAIJINTEK TRITON,0.0,10002600.0,"21.6,36.6",Unknown,240.0
Xigmatek Gaia II,0.0,8001500.0,"16,24",Unknown,0.0
Akasa Nero LX,0.0,6001900.0,"11.5,31.5",Unknown,0.0
ID-COOLING IS-VC45,0.0,6002500.0,"14,33",Unknown,0.0
Enermax Liqmax II 120,0.0,5002000.0,"16,35",Unknown,120.0
CRYORIG A40 ULTIMATE,0.0,6002200.0,"13,37",Unknown,240.0
ARCTIC Liquid Freezer 120,0.0,5001350.0,Unknown,Unknown,120.0
ID-COOLING IS-60,0.0,6001600.0,"13.8,30.2",Unknown,0.0
ID-COOLING SE-214X,0.0,1800.0,"16.2,29.2",Unknown,0.0
Thermalright Macho X2 Limited Edition,0.0,800.0,15,Unknown,0.0
Deepcool CAPTAIN 240 EX,0.0,5001800.0,"17.6,31.3",Unknown,240.0
ARCTIC Alpine 20 PLUS CO,0.0,6002200.0,Unknown,Unknown,0.0
be quiet! Silent Loop 280,0.0,1600.0,"16.1,37.3",Unknown,280.0
Deepcool Maelstrom 120T RF,0.0,6001800.0,"17.8,34.1",Unknown,120.0
RAIJINTEK TISIS CORE EDITION,0.0,0.0,0,Unknown,0.0
Alpenföhn Matterhorn Rev. C – Black Edition,0.0,5001500.0,18.2,Unknown,0.0
Deepcool CAPTAIN 360EX WHITE RGB,0.0,5001800.0,"17.6,31.3",Unknown,360.0
Enermax LIQTECH TR4 280,0.0,5001500.0,"14,25",Black,280.0
SilentiumPC Fera 3 HE1224 v2,0.0,5001600.0,Unknown,Unknown,0.0
Deepcool Castle 280 RGB,0.0,5001800.0,"19.8,35.4",Black,280.0
SilentiumPC Navis RGB 120,0.0,8002300.0,Unknown,Black,120.0
Cooler Master ML120L TUF Gaming Alliance Edition RGB,0.0,6502000.0,15,Unknown,120.0
CRYORIG H7 ULTRA,0.0,3001600.0,25,Black / Silver,0.0
Thermalright AXP-100RH,0.0,9002500.0,Unknown,Black / Red,0.0
GameMax Iceberg 120 ARGB,0.0,1100.0,25,Black,120.0
Silverstone Tundra TD02-SLIM-V2,0.0,8002200.0,"16.5,27.4",Black / White,240.0
Cooler Master MA410P TUF Gaming Edition,0.0,6502000.0,Unknown,Yellow / Black,0.0
Rosewill ROCC-17001,0.0,15002500.0,"13,25",Silver,0.0
GameMax Ice Chill 240,0.0,8001900.0,28.8,Black,240.0
ID-COOLING SE-224-XT ARGB V2,0.0,9002000.0,"16.2,31.5",Unknown,0.0
Cougar AQUA,0.0,6001600.0,34,Black,280.0
Cougar AQUA,0.0,6001800.0,35,Black,360.0
Fractal Design Lumen S24 RGB,0.0,5002000.0,"10,33.2",Black,240.0
MSI MAG CORELIQUID R,0.0,5002000.0,"14.3,34.3",Black,120.0
Thermalright Ultra120EX REV.4,0.0,2150.0,28.1,White,0.0
ID-COOLING DK-17 PWM,0.0,6002200.0,"14.2,25.8",Unknown,0.0
ID-COOLING SE-914-XT BASIC V2,0.0,6002200.0,Unknown,Unknown,0.0
ID-COOLING SE-902-SD V2,0.0,2000.0,23.1,Unknown,0.0
Jonsbo PISA A4,0.0,8001850.0,36.8,Gray,0.0
Inter-Tech ALSEYE H120,0.0,8002000.0,"13.5,35.2",Black,120.0
Cooler Master MasterAir MA824 Stealth 30th Anniversary Edition,0.0,0.0,"0,24.6",Black,0.0
ID-COOLING IS-65-XT,0.0,5002200.0,32.3,Black,0.0
Thermalright Frozen Guardian,0.0,2150.0,27,White,360.0
Thermalright Frozen Notte ARGB V2,0.0,2000.0,27.7,White,360.0
Zalman ALPHA2 A24,0.0,6002000.0,29.7,White,240.0
Evercool HPFI-10025,0.0,1800.0,23,Unknown,0.0
Silverstone AR11,50.99,12003000.0,"19.3,44.5",Black / Silver,0.0
Inter-Tech ALSEYE X240,0.0,1600.0,35.6,Gray / Black,240.0
Evercool HPM-12025,44.0,8002500.0,"15,35",Unknown,0.0
SilenX EFZ-80HA3,32.92,2200.0,"8,24",Unknown,0.0
Cooler Master GeminII M5 LED,0.0,5001600.0,31,Unknown,0.0
Enermax AQUAFUSION ADV,64.99,5002000.0,"17,32.6",White,120.0
Noua Ena,0.0,8001800.0,28,Black / Silver,0.0
Inter-Tech ALSEYE H240,0.0,8002000.0,"13.5,35.2",Black,240.0
ID-COOLING SE-206-XT,0.0,7001800.0,35.2,Black / Silver,0.0
Cooler Master DP6-9EDSA-0L-GP,0.0,2600.0,24.5,Unknown,0.0
Cooler Master RR-H101-22FK-RI,0.0,2200.0,22,Unknown,0.0
Cooler Master RR-LEE-L911-GP,33.5,2200.0,17,Unknown,0.0
Zalman 9500A,0.0,13502600.0,"18,27",Unknown,0.0
Xion XON-HP9310P,0.0,10003000.0,"16,25.3",Unknown,0.0
Zalman CNPS7000C-AlCu,0.0,13502400.0,"17,24",Unknown,0.0
Rosewill RCX-Z90-CP,0.0,6003000.0,"13.5,26.5",Unknown,0.0
Scythe Shuriken Rev. B 3,0.0,6502200.0,"10.5,31.67",Unknown,0.0
Silverstone NT07-1156,0.0,12003000.0,"15,38",Unknown,0.0
ZEROtherm ZT-570D,0.0,9002300.0,30,Unknown,0.0
ARCTIC Freezer 13 Pro,0.0,3001350.0,Unknown,Unknown,0.0
Noctua NH-U9DX 1366,0.0,10001600.0,"7.9,17.6",Unknown,0.0
Thermalright Venomous X - RT,0.0,1300.0,24.1,Unknown,0.0
ARCTIC Alpine 11 GT Rev. 2,0.0,5002000.0,Unknown,Unknown,0.0
Scythe SCNJ-3100,0.0,4701900.0,"7.05,37",Unknown,0.0
NZXT HAVIK 140,0.0,1200.0,25,Unknown,0.0
Thermaltake Water 2.0 Extreme,0.0,12002000.0,27.36,Unknown,240.0
NZXT HAVIK 120,0.0,12001500.0,"18,22",Unknown,0.0
Zalman CNPS8900 Quiet,0.0,10001500.0,"19,25",Unknown,0.0
Dynatron R16,0.0,10006000.0,"21.5,55.8",Unknown,0.0
Dynatron R9,41.95,10004500.0,"13.14,45.9",Unknown,0.0
Dynatron R4,0.0,0.0,Unknown,Unknown,0.0
ARCTIC Freezer i30 CO,0.0,4001350.0,Unknown,Unknown,0.0
Gelid Solutions Slimhero,0.0,7501600.0,"12,25.4",Unknown,0.0
Dynatron R17,0.0,10002500.0,"17,31.92",Unknown,0.0
Thermalright HR-02 Rev.A(BW),0.0,9001300.0,"17,21",Unknown,0.0
Thermalright Macho Rev.A.,0.0,9001300.0,"17,21",Unknown,0.0
Titan TTC-NC85TZ(RB),48.89,2102100.0,28.8,Unknown,0.0
Enermax ELC-LM120S-HP,0.0,2500.0,30,Unknown,120.0
RAIJINTEK THEMIS Evo,48.18,10001500.0,24.53,Unknown,0.0
Deepcool LUCIFER,0.0,7001400.0,"17.8,31.1",Unknown,0.0
Deepcool NEPTWIN V2.0,0.0,1300.0,26.6,Unknown,0.0
Deepcool CAPTAIN 240,0.0,6002200.0,"17.6,39.29",Unknown,240.0
Thermaltake Water 3.0 Extreme S,0.0,10002000.0,20,Unknown,240.0
Akasa Venom Medusa,0.0,5001600.0,"6.9,28.9",Unknown,0.0
LEPA AquaChanger 120,0.0,5002300.0,"14,35",Unknown,120.0
Thermalright TRUE Spirit 140 (BW),0.0,3001300.0,"15,21",Unknown,0.0
Deepcool ASSASSIN II,0.0,3001400.0,"17.8,27.3",Unknown,0.0
Enermax ETS-T40F-RF,0.0,5001200.0,"10,19",Unknown,0.0
Antec Kühler H600 Pro,0.0,6002400.0,"16,35",Unknown,120.0
Alpenföhn Brocken 2 PCGH,0.0,700.0,18.5,Unknown,0.0
Alpenföhn Matterhorn Rev. C – White Edition,0.0,5001500.0,18.2,Unknown,0.0
ARCTIC Freezer 33 TR (Black/Red),0.0,2001800.0,24.4,Unknown,0.0
ID-COOLING Auraflow 240 RGB,0.0,7001800.0,"18,35.2",Unknown,240.0
Antec Mercury 240 RGB,0.0,9001800.0,36,Black / White,240.0
Antec Mercury 360 RGB,0.0,9001800.0,36,Black / White,360.0
Antec Mercury 120,0.0,9001800.0,30,Black / White,120.0
Silverstone AR08-V2,0.0,15002800.0,"14.1,27.7",Blue / White,0.0
ARCTIC Alpine AM4 LP,0.0,1002000.0,Unknown,Black / White,0.0
Thermalright AXP-200 Muscle,0.0,7001300.0,Unknown,Black / White,0.0
GAMDIAS CHIONE P1A-360R,0.0,8001500.0,"16,22",Black,360.0
GameMax Iceberg 240 ARGB,0.0,1100.0,25,Black,240.0
GameMax Iceberg 120,0.0,6001800.0,"25,32",Black,120.0
Rosewill PB120-RGB,0.0,8001800.0,27.8,Black,120.0
Enermax Liqfusion 360,0.0,5002000.0,"14,28",Black,360.0
Deepcool GAMERSTORM CAPTAIN 240PRO V2,0.0,5001800.0,30,Black,240.0
Deepcool Neptwin RGB,0.0,5001500.0,27,Black / Silver,0.0
Gelid Solutions Phantom Black,0.0,7501600.0,"12,26.7",Black / Silver,0.0
upHere ACC92RGB,0.0,6001700.0,"16.1,27.7",Black,0.0
upHere CCF150ARGB,0.0,6001800.0,"16.1,27.7",Black,0.0
upHere CC2401-usa,0.0,6001700.0,"16.1,27.7",Black,240.0
