name,price,socket,form_factor,max_memory,memory_slots,color
Asus A68HM-E,0.0,FM2+,Micro ATX,32,2,Black / Gold
Gigabyte GA-F2A68HM-DS2H,0.0,FM2+,Micro ATX,64,2,Black
Biostar Hi-Fi A70U3P,0.0,FM2+,Micro ATX,32,2,Black / Silver
MSI G41M4-F,0.0,LGA775,Micro ATX,8,2,Red
MSI A68HM-GRENADE,0.0,FM2+,Micro ATX,32,2,Brown / Black
MSI A68HI AC,0.0,FM2+,Mini ITX,32,2,Black
ASRock Z170 Pro4,0.0,LGA1151,ATX,64,4,Black / Orange
Gigabyte GA-B150M-HD3 DDR3,0.0,LGA1151,Micro ATX,16,2,Black / Silver
Gigabyte GA-970-Gaming,0.0,AM3+,ATX,32,4,Black / Red
MSI 970A-G43 Plus,0.0,AM3+/AM3,ATX,32,4,Black / Silver
ASRock E3C236D2I,0.0,LGA1151,Mini ITX,32,2,Green / Blue
Asus H110M-E,0.0,LGA1151,Micro ATX,32,2,Black / Gold
MSI B150M MORTAR ARCTIC,0.0,LGA1151,Micro ATX,64,4,White
Gigabyte GA-Gaming B8,0.0,LGA1151,ATX,64,4,Black / Green
Gigabyte GA-Z270X-Gaming K7,0.0,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B250M-Gaming 3,0.0,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte X299 AORUS Gaming 7,0.0,LGA2066,ATX,128,8,Black / Silver
Biostar A320MH PRO,0.0,AM4,Micro ATX,32,2,Black / Yellow
Asus ROG STRIX B250G GAMING,0.0,LGA1151,Micro ATX,64,4,Black / Red
ASRock N68-GS4 FX R2.0,0.0,AM3+,Micro ATX,16,2,Black
MSI H370 GAMING PLUS,0.0,LGA1151,ATX,64,4,Black / Red
Biostar X470GT8,0.0,AM4,ATX,64,4,Black / Silver
Gigabyte Z490 UD AC,0.0,LGA1200,ATX,128,4,Black / Silver
ASRock Z490 PG Velocita,0.0,LGA1200,ATX,128,4,Black / Silver
Biostar B550GTA,0.0,AM4,ATX,128,4,Black
Asus PRIME H470-PLUS,0.0,LGA1200,ATX,128,4,Black / White
EVGA Z590 FTW WIFI,0.0,LGA1200,ATX,128,4,Black / Silver
Gigabyte B660M AORUS Pro AX,0.0,LGA1700,Micro ATX,192,4,Black
MSI B560M PRO-VDH WIFI (CEC),0.0,LGA1200,Micro ATX,128,4,Black
ASRock A620M-C,0.0,AM5,Micro ATX,192,4,Black
ASRock B660M-HDVP/D5 R2.0,0.0,LGA1700,Micro ATX,96,2,Black / Silver
Gigabyte Z790 EAGLE,0.0,LGA1700,ATX,192,4,Gray / Black
Biostar B760MX2-E PRO D4,0.0,LGA1700,Micro ATX,128,4,Silver / Black
Supermicro MBD-X9SCM-F-O,0.0,LGA1155,Micro ATX,32,4,Green
Asus P7P55 LX,0.0,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-P55M-UD2,0.0,LGA1156,Micro ATX,16,4,Blue / White
Asus P5QPL-AM,0.0,LGA775,Micro ATX,8,2,Black / Yellow
Asus M5A78L-M LX,0.0,AM3+,Micro ATX,8,2,Black / Blue
Asus M5A97,0.0,AM3+,ATX,32,4,Unknown
Gigabyte GA-Z68P-DS3,0.0,LGA1155,ATX,32,4,Blue / White
ASRock 970 Extreme3,0.0,AM3+,ATX,32,4,Black
MSI X79A-GD45 (8D),0.0,LGA2011,ATX,128,8,Black / Blue
Gigabyte GA-H77-DS3H,0.0,LGA1155,ATX,32,4,Blue / White
MSI FM2-A55M-E33,0.0,FM2,Micro ATX,16,2,Black / Blue
ASRock B75M R2.0,0.0,LGA1155,Micro ATX,16,2,Brown / Black
MSI Z77A-G45 Gaming,0.0,LGA1155,ATX,32,4,Black / Red
Asus H87-PLUS,0.0,LGA1150,ATX,32,4,Black / Gold
MSI Z87 MPOWER,0.0,LGA1150,ATX,32,4,Black / Yellow
Intel DB85FL,0.0,LGA1150,Micro ATX,32,4,Black / Blue
Biostar H61MGV3,0.0,LGA1155,Micro ATX,16,2,Black / Red
ASRock E3C226D2I,0.0,LGA1150,Mini ITX,16,2,Green
MSI H81M-E35,0.0,LGA1150,Micro ATX,16,2,Black / Blue
Asus Z97-C,0.0,LGA1150,ATX,32,4,Black / Gold
ASRock H97M Anniversary,0.0,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-B85M-GAMING 3,0.0,LGA1150,Micro ATX,16,2,Black
Asus Z97-DELUXE/USB 3.1,0.0,LGA1150,ATX,32,4,Black / Gold
Asus Z97-E/USB3.1,0.0,LGA1150,ATX,32,4,Black / Gold
MSI X99A GODLIKE GAMING,0.0,LGA2011-3,EATX,128,8,Black / Red
ASRock Z170 Extreme7+,0.0,LGA1151,ATX,64,4,Black / Gold
MSI Z170A-G45 GAMING,0.0,LGA1151,ATX,64,4,Black / Red
Asus H170-PLUS D3,0.0,LGA1151,ATX,64,4,Black / Gold
ASRock Fatal1ty Z170 Gaming-ITX/ac,0.0,LGA1151,Mini ITX,32,2,Black / Red
Asus B150M-K,0.0,LGA1151,Micro ATX,32,2,Black / Gold
Asus H110I-PLUS D3/CSM,0.0,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty Z170 Professional Gaming i7,0.0,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H110N,0.0,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte GA-H110M-H DDR3,0.0,LGA1151,Micro ATX,32,2,Black / Silver
MSI B150M Night Elf,0.0,LGA1151,Micro ATX,64,4,Black / Red
MSI H170M PRO-VDH,0.0,LGA1151,Micro ATX,64,4,Black / White
Asus PRIME B250-PRO,0.0,LGA1151,ATX,64,4,Black / Red
MSI H270M MORTAR ARCTIC,0.0,LGA1151,Micro ATX,64,4,White / Silver
MSI H270M BAZOOKA,0.0,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-H270M-D3H,0.0,LGA1151,Micro ATX,64,4,Black / Gold
ASRock H270M Pro4,0.0,LGA1151,Micro ATX,64,4,Black / White
EVGA Z270 Stinger,0.0,LGA1151,Mini ITX,32,2,Black
Biostar B350GT5,0.0,AM4,ATX,64,4,Black / White
MSI X299 GAMING PRO CARBON AC,0.0,LGA2066,ATX,128,8,Black / Silver
Gigabyte Z370 AORUS Gaming K3 (rev. 1.0),0.0,LGA1151,ATX,64,4,Black / Red
MSI A320M PRO-VHL,0.0,AM4,Micro ATX,32,2,Brown / Black
Gigabyte GA-H110M-S2PH,0.0,LGA1151,Micro ATX,32,2,Black
Gigabyte H370M DS3H,0.0,LGA1151,Micro ATX,64,4,Silver / Black
MSI H310I PRO,0.0,LGA1151,Mini ITX,32,2,Black
EVGA Z370 Micro ATX,0.0,LGA1151,Micro ATX,32,2,Black / Silver
Asus ROG RAMPAGE VI EXTREME OMEGA,0.0,LGA2066,EATX,128,8,Black
Gigabyte H370M D3H GSM,0.0,LGA1151,Micro ATX,64,4,Black / Silver
ASRock Z390 PHANTOM GAMING 7,0.0,LGA1151,ATX,128,4,Black / Silver
ASRock X570 Extreme4 WiFi ax,0.0,AM4,ATX,128,4,Black / Silver
Biostar B450GT3,0.0,AM4,Micro ATX,64,4,Black / Silver
Gigabyte H410M DS2V,0.0,LGA1200,Micro ATX,64,2,Black / Silver
ASRock Z490 Phantom Gaming 4/ac,0.0,LGA1200,ATX,128,4,Black / Gray
ASRock H470M-ITX/ac,0.0,LGA1200,Mini ITX,64,2,Black / Silver
EVGA Z490 FTW WIFI,0.0,LGA1200,ATX,128,4,Black
ASRock Z590 PG Velocita,0.0,LGA1200,ATX,128,4,Silver / Black
ASRock Z590 Phantom Gaming 4/ac,0.0,LGA1200,ATX,128,4,Silver / Black
Gigabyte Z490 UD AC-Y1,0.0,LGA1200,ATX,128,4,Black
MSI PRO H610M-C EX,0.0,LGA1700,Micro ATX,96,2,Black / Silver
Biostar B760MX-E D4,0.0,LGA1700,Micro ATX,64,2,Black
Biostar B760MX2-E,0.0,LGA1700,Micro ATX,96,2,Black
Asus PRIME B760-PLUS-CSM,0.0,LGA1700,ATX,192,4,Silver / Black
Asus PRIME H610M-R D4-CSM,0.0,LGA1700,Micro ATX,64,2,Black
Asus PRIME H610M-E,0.0,LGA1700,Micro ATX,96,2,Silver / Black
Gigabyte B760M AORUS ELITE AX (rev. 1.2),0.0,LGA1700,Micro ATX,192,1,Black / Silver
Asus PRIME A520M-R-CSM,0.0,AM4,Micro ATX,64,2,Silver / Black
Biostar B760M-SILVER,0.0,LGA1700,Micro ATX,192,4,Silver / Black
ASRock C2750D4I,0.0,Integrated Atom C2750,Mini ITX,64,4,White / Blue
Asus Pro B760M-C-CSM,0.0,LGA1700,Micro ATX,128,4,Green / Black
MSI B360 GAMING PRO CARBON,0.0,LGA1151,ATX,64,4,Black
Foxconn M61PMV,0.0,AM2+/AM2,Micro ATX,4,2,Black / Yellow
Intel DP55KG,0.0,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD4P,0.0,LGA1156,ATX,16,4,Blue / White
Asus P5N-D,0.0,LGA775,ATX,8,4,Black / Yellow
Gigabyte GA-MA78LM-S2H,0.0,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Intel DG43RK,0.0,LGA775,Micro ATX,8,4,Green / Blue
Gigabyte GA-EP45T-UD3LR,0.0,LGA775,ATX,16,4,Multicolor
Zotac GF8200-C-E,0.0,AM2+/AM2,Mini ITX,8,2,Black / Red
ASRock P43DE3,0.0,LGA775,ATX,16,4,Black / Blue
Zotac NF610I-L-E,0.0,LGA775,Micro ATX,4,2,Black / Red
ASRock H55M-LE,0.0,LGA1156,Micro ATX,8,2,Black / Blue
Gigabyte GA-X58-USB3,0.0,LGA1366,ATX,24,6,Blue / White
Foxconn H55MXV,0.0,LGA1156,Micro ATX,8,2,Blue / White
ASRock P67 Extreme4,0.0,LGA1155,ATX,32,4,Unknown
Intel DH61DLB3,0.0,LGA1155,Mini ITX,8,2,Green / Blue
Foxconn H61MX,0.0,LGA1155,Micro ATX,8,2,Blue / White
Gigabyte GA-Z68MA-D2H-B3,0.0,LGA1155,Micro ATX,32,4,Blue / White
Gigabyte GA-Z68X-UD4-B3,0.0,LGA1155,ATX,32,4,Black
Gigabyte GA-78LMT-S2P,0.0,AM3+,Micro ATX,8,2,Blue / White
Gigabyte GA-990FXA-UD5,0.0,AM3+,ATX,32,4,Black / Silver
Asus P8P67 PRO (REV 3.1),0.0,LGA1155,ATX,32,4,Unknown
Asus P8H61-M LX (REV 3.0),0.0,LGA1155,Micro ATX,16,2,Unknown
Biostar H61MHB,0.0,LGA1155,Micro ATX,16,2,Black / Red
MSI X79A-GD45,0.0,LGA2011,ATX,64,4,Black / Blue
Asus Rampage IV Extreme/BF3,0.0,LGA2011,EATX,64,8,Black / Red
Intel DP45SG,0.0,LGA775,ATX,8,4,Black / Blue
ASRock Z77 Extreme6,0.0,LGA1155,ATX,32,4,Black / Gold
ASRock Z77 Extreme4-M,0.0,LGA1155,Micro ATX,32,4,Brown / Black
ASRock B75 Pro3,0.0,LGA1155,ATX,32,4,Brown / Black
ASRock H77 Pro4/MVP,0.0,LGA1155,ATX,32,4,Brown / Black
ASRock Z77E-ITX,0.0,LGA1155,Mini ITX,16,2,Brown / Black
Asus P8Z77-V PRO/THUNDERBOLT,0.0,LGA1155,ATX,32,4,Black / Blue
MSI ZH77A-G43,0.0,LGA1155,ATX,32,4,Black / Blue
Asus P8H77-M LE,0.0,LGA1155,Micro ATX,16,2,Black / Blue
ASRock 970 Pro3 R2.0,0.0,AM3+,ATX,64,4,Brown / Black
MSI Z77A-GD65 Gaming,0.0,LGA1155,ATX,32,4,Black / Red
Gigabyte GA-H61M-USB3H,0.0,LGA1155,Micro ATX,16,2,Black / Blue
Asus Z87M-Plus,0.0,LGA1150,Micro ATX,32,4,Black / Gold
ASRock H87 Pro4,0.0,LGA1150,ATX,32,4,Brown / Black
ASRock H87M Pro4,0.0,LGA1150,Micro ATX,32,4,Brown / Black
MSI Z87M-G43,0.0,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-H87N-WIFI,0.0,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-78LMT-S2P(REV5.0),0.0,AM3+,Micro ATX,16,2,Blue / White
MSI A78M-E35,0.0,FM2+,Micro ATX,32,2,Black / Blue
Gigabyte GA-G1.SNIPER Z97,0.0,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-B85N PHOENIX-WIFI,0.0,LGA1150,Mini ITX,16,2,Black / Orange
Gigabyte GA-F2A58M-HD2,0.0,FM2+,Micro ATX,64,2,Black / Silver
Asus A88XM-E,0.0,FM2+,Micro ATX,32,2,Black / Gold
EVGA Z97 Classified,0.0,LGA1150,EATX,32,4,Black
ASRock Z97M Pro4,0.0,LGA1150,Micro ATX,32,4,Black / Blue
Gigabyte GA-X99-UD5 WIFI,0.0,LGA2011-3,EATX,64,8,Black / Yellow
Gigabyte GA-F2A68HM-HD2,0.0,FM2+,Micro ATX,32,2,Black
Asus SABERTOOTH Z97 MARK 1/USB 3.1,0.0,LGA1150,ATX,32,4,Brown / Black
Gigabyte GA-X99-UD4P,0.0,LGA2011-3,EATX,64,8,Black / Yellow
ASRock EP2C612D16SM-2T,0.0,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue
MSI A78M-E35 V2,0.0,FM2+,Micro ATX,32,2,Black
MSI X99A GAMING 9 ACK,0.0,LGA2011-3,EATX,128,8,Black / Red
MSI Z97A GAMING 7,0.0,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-P85-D3T,0.0,LGA1150,ATX,16,2,Black
Asus SABERTOOTH Z97 MARK 2/USB 3.1,0.0,LGA1150,ATX,32,4,Brown / Black
ASRock Z170 OC Formula,0.0,LGA1151,ATX,64,4,Black / Gold
MSI H170A Gaming Pro,0.0,LGA1151,ATX,64,4,Black / Red
Asus H110M-A D3,0.0,LGA1151,Micro ATX,32,2,Black / Gold
ASRock Z170A-X1/3.1,0.0,LGA1151,ATX,64,4,Black / Orange
Gigabyte GA-X150-PLUS WS,0.0,LGA1151,ATX,64,4,Brown / Black
ASRock FM2A58M-HD+ R2.0,0.0,FM2+,Micro ATX,32,2,Black / Silver
Asus B150-PLUS,0.0,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-B250M-D3V,0.0,LGA1151,ATX,32,2,Black / Gold
Gigabyte GA-Z270N-WIFI,0.0,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Fatal1ty B250M Performance,0.0,LGA1151,Micro ATX,64,4,Black / Red
MSI A320M BAZOOKA,0.0,AM4,Micro ATX,64,4,Black / White
Asus ROG STRIX H270I GAMING,0.0,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte X299 AORUS Gaming 9,0.0,LGA2066,ATX,128,8,Black / Silver
EVGA Z370 Classified K,0.0,LGA1151,ATX,64,4,Black / Silver
EVGA X299 DARK,0.0,LGA2066,EATX,64,4,Black / Silver
EVGA B360 Micro Gaming,0.0,LGA1151,Micro ATX,32,2,Black / Yellow
MSI X470 GAMING PRO CARBON AC,0.0,AM4,ATX,64,4,Black / Silver
Asus ROG MAXIMUS XI APEX,0.0,LGA1151,ATX,64,2,Black / Silver
Gigabyte B460M D2V,0.0,LGA1200,Micro ATX,64,2,Black / Silver
ASRock H470 Phantom Gaming 4,0.0,LGA1200,ATX,128,4,Black / Gray
Asus Pro H410M-C/CSM,0.0,LGA1200,Micro ATX,64,2,Green
Colorful BATTLE-AX B550M-HD PRO V14,0.0,AM4,Micro ATX,64,2,Black
Biostar B660MX-E,0.0,LGA1700,Micro ATX,64,2,Gray / Black
Gigabyte Z790 AORUS ELITE,0.0,LGA1700,ATX,192,4,Black
Biostar B660MX-E PRO,0.0,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte H610M S2 DDR4 (rev. 1.2),0.0,LGA1700,Micro ATX,64,2,Black
Asus PRIME B760M-A D4-CSM,0.0,LGA1700,Micro ATX,128,4,Silver / Black
Gigabyte B760M D2H,0.0,LGA1700,Micro ATX,96,2,Black
Biostar B45M2,0.0,AM4,Micro ATX,32,2,Black / Silver
Asus PRIME H610M-A WIFI D4-CSM,0.0,LGA1700,Micro ATX,64,2,Silver / Black
Gigabyte A620M C,0.0,AM5,Micro ATX,192,4,Gray / Black
Asus PRIME H610M-K ARGB-CSM,0.0,LGA1700,Micro ATX,96,2,Black / Silver
ASRock B760M Pro-A,0.0,LGA1700,Micro ATX,192,4,White / Black
Asus EX-B760M-V7,0.0,LGA1700,Micro ATX,96,2,Black / Red
Asus PRIME B760M-F,0.0,LGA1700,Micro ATX,96,2,Black / Gray
ASRock Z170A-X1,0.0,LGA1151,ATX,64,4,Black / Orange
Gigabyte X299 AORUS Gaming,0.0,LGA2066,ATX,64,4,Black / Silver
Biostar Z490GTA EVO,0.0,LGA1200,ATX,128,4,Black
Gigabyte B660-AORUS-ELITE-AX-DDR4,0.0,LGA1700,ATX,128,4,Black
Biostar B560MHP 2.0,0.0,LGA1200,Micro ATX,64,2,Black
Asus P7P55D Deluxe,0.0,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-EP43T-USB3,0.0,LGA775,ATX,16,4,Blue / White
Intel DG41TY,0.0,LGA775,Micro ATX,8,2,Green / Blue
EVGA 270-WS-W555-A2,0.0,LGA1366,HPTX,48,12,Black / Red
Asus P6T6 WS Revolution,0.0,LGA1366,ATX,24,6,Black / Blue
Biostar G41M7,0.0,LGA775,Micro ATX,8,2,Multicolor
Asus P8H67-M PRO,0.0,LGA1155,Micro ATX,32,4,Unknown
Asus P8P67 Deluxe,0.0,LGA1155,ATX,32,4,Black / Blue
Asus M5A99X EVO,0.0,AM3+,ATX,32,4,Black / Blue
Asus P8Z68-V LE,0.0,LGA1155,ATX,32,4,Black / Blue
Intel DH77DF,0.0,LGA1155,Mini ITX,16,2,Black / Blue
Intel DH77KC,0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z77N-WIFI,0.0,LGA1155,Mini ITX,16,2,Black / Blue
ASRock 980DE3/U3S3,0.0,AM3+,ATX,32,4,Unknown
Asus H87M-PRO,0.0,LGA1150,Micro ATX,32,4,Black / Gold
Asus Z87-Deluxe,0.0,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-B75N,0.0,LGA1155,Mini ITX,16,2,Black / Silver
Gigabyte GA-H81M-S2PH,0.0,LGA1150,Micro ATX,16,2,Black
ASRock FM2A88X-ITX+,0.0,FM2+,Mini ITX,32,2,Black / Gray
Gigabyte GA-F2A88XM-HD3,0.0,FM2+,Micro ATX,64,2,Unknown
Asus A55BM-E,0.0,FM2+,Micro ATX,32,2,Black / Gold
ECS H81H3-I/HDMI (V1.0),0.0,LGA1150,Mini ITX,16,2,Black / Gray
MSI CSM-H87M-G43,0.0,LGA1150,Micro ATX,32,4,Black / Blue
Asus A78M-A,0.0,FM2+,Micro ATX,64,4,Black / Gold
Biostar AM1MHP,0.0,AM1,Micro ATX,16,2,Black / Yellow
Gigabyte GA-AM1M-S2H,0.0,AM1,Micro ATX,32,2,Black / Silver
MSI Z97 MPOWER MAX AC,0.0,LGA1150,ATX,32,4,Black / Yellow
ECS H81H3-TI2,0.0,LGA1150,Thin Mini ITX,8,1,Black
ASRock Z97M OC Formula,0.0,LGA1150,Micro ATX,32,4,Black / Yellow
Gigabyte GA-Z97X-Gaming G1 WIFI-BK,0.0,LGA1150,ATX,32,4,Black / Red
MSI Z97-G55 SLI,0.0,LGA1150,ATX,32,4,Black / Blue
EVGA Z97 FTW,0.0,LGA1150,ATX,32,4,Black / Red
ASRock H97M-ITX/AC,0.0,LGA1150,Mini ITX,16,2,Black / Blue
MSI B85M GAMING,0.0,LGA1150,Micro ATX,32,4,Black / Red
ASRock H81M-ITX/WIFI,0.0,LGA1150,Mini ITX,16,2,Brown / Black
Asus CROSSBLADE RANGER,0.0,FM2+,ATX,64,4,Black / Red
ASRock B85 Anniversary,0.0,LGA1150,ATX,32,4,Black / Blue
Gigabyte GA-EX58-UD4P,0.0,LGA1366,ATX,24,6,Blue / White
Asus X99-S,0.0,LGA2011-3,ATX,64,8,Black / White
Asus H81-PLUS,0.0,LGA1150,ATX,16,2,Black / Gold
ASRock H87WSA-DL,0.0,LGA1150,ATX,32,4,Green / Blue
EVGA Z170 FTW,0.0,LGA1151,ATX,64,4,Black
ASRock Fatal1ty H170 Performance,0.0,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H170M-D3H DDR3,0.0,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-H170M-DS3H,0.0,LGA1151,Micro ATX,64,4,Black
Asus M5A78L-M LE/USB3,0.0,AM3+,Micro ATX,16,2,Black / Blue
Gigabyte GA-Z170X-GAMING 6,0.0,LGA1151,ATX,64,4,Black / Red
Gigabyte MW21-SE0,0.0,LGA1151,Micro ATX,64,4,Black / Blue
Gigabyte GA-F2A88X-D3HP,0.0,FM2+,ATX,64,4,Black / Silver
MSI H110I PRO AC,0.0,LGA1151,Mini ITX,32,2,Black / White
Asus P10S-M WS,0.0,LGA1151,Micro ATX,64,4,Black
Gigabyte GA-Z170X-Ultra Gaming,0.0,LGA1151,ATX,64,4,Black / Red
MSI H270 PC MATE,0.0,LGA1151,ATX,64,4,Black / White
Gigabyte GA-Z270M-D3H,0.0,LGA1151,Micro ATX,64,4,Black / Gold
ASRock Fatal1ty Z270 Gaming K4,0.0,LGA1151,ATX,64,4,Black / Red
EVGA Z270 Classified K,0.0,LGA1151,EATX,64,4,Black
Gigabyte GA-990X-Gaming SLI,0.0,AM3+,ATX,64,4,Black / Red
Gigabyte GA-B250N-Phoenix WIFI,0.0,LGA1151,Mini ITX,32,2,Black / Orange
Asus PRIME B250M-D,0.0,LGA1151,Micro ATX,32,2,Black / Silver
ASRock H110M-HDS R3.0,0.0,LGA1151,Micro ATX,32,2,Black / Orange
Asus STRIX Z370-G GAMING,0.0,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte B360M D3H GSM,0.0,LGA1151,Micro ATX,64,4,Black
Gigabyte Q370M D3H GSM PLUS,0.0,LGA1151,Micro ATX,64,4,Black
ASRock Z390 Phantom Gaming 9,0.0,LGA1151,ATX,128,4,Black / Silver
Asus EX-B360M-V5,0.0,LGA1151,Micro ATX,32,2,Black / Red
MSI B360M BAZOOKA PLUS,0.0,LGA1151,Micro ATX,64,4,Black / Silver
EVGA Z390 DARK,0.0,LGA1151,EATX,64,2,Black / Gold
Supermicro X11SCL-IF,0.0,LGA1151,Mini ITX,64,2,Green / Silver
Gigabyte GA-AB350M-D3V,0.0,AM4,Micro ATX,32,2,Brown / Black
MSI B150M Pro-D,0.0,LGA1151,Micro ATX,32,2,Brown / Black
Gigabyte H470I AORUS PRO AX,0.0,LGA1200,Mini ITX,64,2,Black / Silver
Asus ROG STRIX Z490-G GAMING,0.0,LGA1200,Micro ATX,128,4,Black
ASRock B460 Pro4,0.0,LGA1200,ATX,128,4,Black / Silver
Supermicro C9Z490-PGW,0.0,LGA1200,ATX,128,4,Black
Asus Pro Q470M-C/CSM,0.0,LGA1200,Micro ATX,128,4,Green
Asus PRIME B460I-PLUS,0.0,LGA1200,Mini ITX,64,2,Silver / Black
Colorful CVN B550M GAMING PRO V14,0.0,AM4,Micro ATX,128,4,Black / Silver
MSI B550M PRO-DASH,0.0,AM4,Micro ATX,128,4,Black
ASRock B560M Pro4/ac+,0.0,LGA1200,Micro ATX,128,4,Black / Silver
Asus EX-B660M-V5 D4,0.0,LGA1700,Micro ATX,64,2,Red / Black
Asus PRIME H670-PLUS D4-CSM,0.0,LGA1700,ATX,128,4,Silver / Black
MSI PRO B660-A,0.0,LGA1700,ATX,192,4,Black / Silver
Gigabyte Q570M D3H,0.0,LGA1200,Micro ATX,128,4,Black
Biostar Z790A-SILVER,0.0,LGA1700,ATX,192,4,Black / Silver
Gigabyte Q670M D3H DDR4 (rev. 1.0),0.0,LGA1700,Micro ATX,128,4,Brown / Black
Biostar B660MXC PRO,0.0,LGA1700,Micro ATX,128,4,Black / Silver
MSI Z490 PLUS,0.0,LGA1200,ATX,128,4,Black
Asus PRIME B760M-R D4-CSM,0.0,LGA1700,Micro ATX,64,2,Black / Silver
Biostar B650MS2-E,0.0,AM5,Micro ATX,96,2,Black
Supermicro C7Z170-OCE,536.24,LGA1151,ATX,64,4,Black / Green
Asus PRO H610M-C D4-CSM,0.0,LGA1700,Micro ATX,64,2,Green / Black
EVGA Z590 DARK,799.0,LGA1200,EATX,64,2,Black
Supermicro MBD-X11SBA-LN4F-O,322.05,Integrated Pentium N3700,Mini ITX,8,2,Green
MSI X299 TOMAHAWK AC,0.0,LGA2066,ATX,256,8,Black / Silver
ASRock H470 Steel Legend,0.0,LGA1200,ATX,128,4,Black / Silver
Intel DG45ID,0.0,LGA775,Micro ATX,8,4,Blue / Silver
Gigabyte GA-H55M-S2H,0.0,LGA1156,Micro ATX,8,2,Blue / White
Intel DH57JG,0.0,LGA1156,Mini ITX,8,2,Blue
Gigabyte GA-EP43-UD3L,0.0,LGA775,ATX,16,4,Multicolor
Asus P5QL/EPU,0.0,LGA775,ATX,16,4,Black / Yellow
Zotac GF9300-G-E,0.0,LGA775,Mini ITX,8,2,Unknown
ECS G41T-M2(1.0),0.0,LGA775,Micro ATX,8,2,Unknown
Asus P7H55/USB3,0.0,LGA1156,ATX,16,4,Unknown
Intel DP67BG,0.0,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z68A-D3H-B3,0.0,LGA1155,ATX,32,4,Blue / White
Asus Crosshair V Formula,0.0,AM3+,ATX,32,4,Black / Red
Asus M5A97 EVO,0.0,AM3+,ATX,32,4,Black / Blue
Gigabyte GA-A75M-S2V,0.0,FM1,Micro ATX,16,2,Blue / White
Asus Maximus IV Gene-Z,0.0,LGA1155,Micro ATX,32,4,Black / Red
Asus P8Z68-M Pro,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Intel DX79TO,0.0,LGA2011,ATX,64,8,Black / Blue
Biostar TPOWER X79,0.0,LGA2011,ATX,32,4,Black / Red
Gigabyte GA-H61MA-D3V,0.0,LGA1155,Micro ATX,16,2,Blue / White
MSI A55M-P33,0.0,FM1,Micro ATX,16,2,Black / Blue
MSI H77MA-G43,0.0,LGA1155,Micro ATX,32,4,Black / Blue
Asus P8Z77-V LE PLUS,0.0,LGA1155,ATX,32,4,Black / Blue
MSI 760GM-P34(FX),0.0,AM3+,Micro ATX,16,2,Black / Blue
Foxconn B75M,0.0,LGA1155,Micro ATX,32,4,Black
MSI FM2-A75MA-E35,0.0,FM2,Micro ATX,16,2,Black / Blue
ASRock Z77 Extreme11,0.0,LGA1155,EATX,32,4,Black / Gold
Gigabyte GA-A75M-DS2,0.0,FM1,Micro ATX,64,2,Blue / White
Foxconn H77MXV-D,0.0,LGA1155,Micro ATX,16,2,Blue
ASRock H61MV-ITX,0.0,LGA1155,Mini ITX,16,2,Black / Blue
Gigabyte GA-Z87MX-D3H,0.0,LGA1150,Micro ATX,32,4,Black / Gray
Asus Z87-Expert,0.0,LGA1150,ATX,32,4,Unknown
Gigabyte GA-Z87N-WIFI,0.0,LGA1150,Mini ITX,16,2,Black
Gigabyte GA-H87M-D3H,0.0,LGA1150,Micro ATX,32,4,Unknown
Gigabyte GA-G1.Sniper A88X,0.0,FM2+,ATX,64,4,Black / Green
Gigabyte GA-F2A88X-D3H,0.0,FM2+,ATX,64,4,Black / Gray
MSI Z87M GAMING,0.0,LGA1150,Micro ATX,32,4,Black / Red
ASRock Z87 Extreme11/ac,0.0,LGA1150,EATX,32,4,Black / Gold
MSI Z87I GAMING AC,0.0,LGA1150,Mini ITX,16,2,Black / Red
Biostar B85MG,0.0,LGA1150,Micro ATX,16,2,Black / Red
