name,price,style,switches,backlit,tenkeyless,connection_type,color
Logitech G815 Lightsync RGB,179.99,Gaming,GL Linear,RGB,FALSE,Wired,Black
Logitech K750,54.99,Slim,Unknown,Unknown,FALSE,Wireless,Black
Lenovo 300,11.99,Slim,Unknown,Unknown,FALSE,Wired,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Blue,RGB,FALSE,"Wired, Bluetooth Wireless",Black / Gray
SteelSeries Apex 3 (2020),49.99,Gaming,Unknown,RGB,FALSE,Wired,Black
Corsair K70 RGB MK.2 SE,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,White / Silver
Ducky ONE 3,0,Gaming,Cherry MX Brown RGB,RGB,FALSE,Wired,Gray / White
Corsair K65 RGB MINI Pastel Twilight,59.99,Gaming,Cherry MX Speed Silver,RGB,TRUE,Wired,Purple / Pink
Razer DeathStalker V2 Pro,249.99,Gaming,Razer Purple Low-Profile Optical Clicky,RGB,FALSE,Wireless,Black
Asus ROG Falchion Ace,109.99,Gaming,ROG NX Red,RGB,TRUE,Wired,Black
Razer TARTARUS V2,79.98,Ergonomic,Unknown,RGB,TRUE,Wired,Black
Razer Pro Type Ultra - US,0,Standard,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
ROCCAT Magma,34.99,Gaming,Unknown,RGB,FALSE,Wired,Black
Logitech MX KEYS S,194.75,Slim,Unknown,White,FALSE,"Wired, Wired, Wireless, Bluetooth Wireless",Gray
Adesso EasyTouch 625,47.68,Gaming,Kailh Blue,Unknown,TRUE,Wired,Black
Logitech G915 TKL,179.99,Gaming,GL Clicky,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Cooler Master Devastator 3,108,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Logitech G513 Carbon,133.99,Gaming,GX Brown,RGB,FALSE,Wired,Black
Cooler Master MS110,115,Gaming,Unknown,RGB,FALSE,Wired,Black
Logitech ERGO K860,129.99,Ergonomic,Unknown,Unknown,FALSE,Bluetooth Wireless,Black
Logitech MK345,39.99,Standard,Unknown,Unknown,FALSE,Wireless,Black / Blue
Corsair K63,0,Gaming,Cherry MX Red,Red,TRUE,Wired,Black
Cooler Master CK552,0,Gaming,Gateron Red,RGB,FALSE,Wired,Black
DROP MDX-22176-16,0,Gaming,Kailh Halo Clear,RGB,TRUE,"Wired, Wired",Gray
Keychron V1 Max,0,Mini,Gateron Jupiter Red,Unknown,TRUE,"Wired, Wired, Wireless, Bluetooth Wireless",Black / Blue
AOC GK500,46.99,Gaming,Outemu Red,RGB,FALSE,Wired,Black
ROCCAT Vulcan 122 AIMO,126,Gaming,Roccat Titan Brown,RGB,FALSE,Wired,Silver
Logitech K270,25.98,Gaming,Unknown,Unknown,FALSE,Wireless,Black
Apple Magic,109.99,Slim,Unknown,Unknown,FALSE,Bluetooth Wireless,White
ROCCAT Vulcan TKL Pro,174.21,Gaming,Roccat Titan Optical,RGB,TRUE,Wired,Black
Asus ROG Strix Flare II Animate,149.99,Gaming,ROG NX Brown,RGB,FALSE,Wired,Black
Cooler Master CK721,59.99,Gaming,TTC Blue,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Silver / White
Verbatim 98121,24.18,Standard,Unknown,Unknown,FALSE,Wired,Black
Keychron C3 Pro,0,Standard,Keychron K Pro Brown,Red,FALSE,Wired,Black / Red
Cherry STREAM,19.98,Slim,Cherry SX,Unknown,TRUE,Wired,Black
Keychron K3 V2 Ultra-slim,99.99,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,TRUE,"Wired, Wired, Bluetooth Wireless",Black / Gray
Razer Ornata V3 X,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Logitech G815,199.99,Gaming,Logitech GL Tactile,RGB,FALSE,Wired,White / Silver
Logitech G710,350,Gaming,Cherry MX Blue,White,FALSE,Wired,Black / Blue
Logitech G513 Carbon,149.99,Gaming,GX Blue,RGB,FALSE,Wired,Black
Keychron C1 Pro V1 Hotswap,79.98,Standard,Keychron K Pro Brown,RGB,TRUE,Wired,Black / Gray
Corsair K70 CORE SE RGB w/Palmrest,109.99,Gaming,Corsair MLX Red Linear,RGB,FALSE,Wired,White / Gray
Keychron C2 Pro V1 Hotswap,84,Standard,Keychron K Pro Red,RGB,FALSE,Wired,Black / Gray
Corsair K70 RGB TKL CHAMPION SERIES,129.99,Gaming,Corsair OPX,RGB,TRUE,Wired,Black
Razer BlackWidow V3 Pro,0,Gaming,Razer Green,RGB,FALSE,Wireless,Black
Logitech G713,114.99,Gaming,GX Brown,RGB,TRUE,"Wired, Wired",White
Razer DeathStalker V2,199.99,Gaming,Razer Red Low-Profile Optical Linear,RGB,FALSE,Wired,Black
Razer BlackWidow V3 Mini HyperSpeed - Phantom Edition,191.99,Gaming,Razer Yellow,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X,199,Gaming,Logitech GX Brown Tactile,RGB,TRUE,"Wired, Wired, Wireless, Bluetooth Wireless",Pink
Patriot Viper V765,39.99,Gaming,Kailh BOX White,RGB,FALSE,Wired,Silver / Black
Cooler Master CK721,69.98,Gaming,TTC Red,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Silver / White
Gigabyte AORUS K1,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Logitech Signature K650,49.99,Standard,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Black
GameMax Strike,0,Gaming,Outemu Red,Multicolor,FALSE,Wired,Black
HP USB Keyboard,13.8,Standard,Unknown,Unknown,FALSE,Wired,Black
Keychron K4 V2,99.99,Standard,Gateron G Pro Red,RGB,FALSE,"Wired, Bluetooth Wireless",Black / Gray
Asus ROG Strix Scope,109.99,Gaming,Cherry MX Brown RGB,RGB,TRUE,Wired,Unknown
Corsair K70 RGB MK.2,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Asus ROG CLAYMORE II,0,Gaming,ROG RX Red Optical,RGB,FALSE,Wireless,Black
Cooler Master SK650,62.49,Gaming,Cherry MX Low Profile Red,RGB,FALSE,Wired,Black
Adesso AKB-111UB,17.29,Mini,Unknown,Unknown,TRUE,Wired,Black
ROCCAT Vulcan TKL,69.98,Gaming,Roccat Titan Red,RGB,TRUE,Wired,Black
Corsair K70 RGB PRO,179.99,Gaming,Corsair OPX,RGB,FALSE,Wired,Black
Razer BlackWidow Elite,239.95,Gaming,Razer Yellow,RGB,FALSE,Wired,Black
Adesso Antimicrobial Waterproof Flex Keyboard,17.98,Mini,Unknown,Unknown,FALSE,Wired,Black
Asus ROG Strix Flare II,179.99,Gaming,ROG NX Red,RGB,FALSE,Wired,Black
ROCCAT Vulcan 121 Aimo RGB,0,Gaming,Roccat Titan Brown,RGB,FALSE,Wired,Black
Keychron K5 Pro,104.99,Gaming,Gateron Low-Profile Brown,White,FALSE,"Wired, Bluetooth Wireless",White
SteelSeries Apex 3,0,Gaming,Unknown,RGB,TRUE,Wired,Black
MSI VIGOR GK50 LOW PROFILE,93,Gaming,Kailh Blue Low Profile,RGB,FALSE,Wired,Silver / Black
HP 230,18.98,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Logitech G512 CARBON,99.99,Gaming,Kailh GX Blue,RGB,FALSE,Wired,Black
Logitech MX Mechanical Mini,118.99,Slim,Kailh Choc V2 Blue,White,TRUE,Wireless,Unknown
Corsair K70 RGB RAPIDFIRE,0,Gaming,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
Razer BlackWidow Elite,0,Gaming,Razer Green,RGB,FALSE,Wired,Black
SteelSeries Apex Pro TKL (2023),0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman V2,95.99,Gaming,Razer Purple Optical Clicky,RGB,TRUE,Wired,Black
Corsair K65 PRO MINI,99.99,Gaming,Corsair OPX,RGB,TRUE,Unknown,Black
AZIO KB512,19.98,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Logitech G915 Lightspeed,0,Gaming,Logitech GL Tactile,RGB,FALSE,"Wireless, Bluetooth Wireless",Black
Alienware AW510K Lunar Light,109.99,Gaming,Cherry MX Low Profile Red,RGB,FALSE,Wired,Silver / Black
CyberPowerPC Skorpion K2,82.99,Gaming,CP Kontact Blue,RGB,FALSE,Wired,Black
Tecware Phantom RGB,45.99,Gaming,Outemu Brown,RGB,TRUE,Wired,Black
ROCCAT Pyro,34.99,Gaming,TTC Red,RGB,FALSE,Wired,Black
Asus ROG Strix Flare (Cherry MX Red),0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
ROCCAT VULCAN 120 AIMO,138.61,Gaming,Roccat Titan Brown,RGB,FALSE,Wired,Black
Redragon K596 Vishnu,0,Gaming,Outemu Red,RGB,TRUE,Wireless,Black
Ducky ONE 3,0,Gaming,Cherry MX Red RGB,RGB,FALSE,Wired,White
Razer BlackWidow Chroma V2,0,Gaming,Razer Green,RGB,FALSE,Wired,Black
Keychron K8 Aluminum Frame,0,Standard,Gateron G Pro Brown Hot-swappable,Unknown,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Mad Catz The Authentic S.T.R.I.K.E. 4,109.98,Gaming,Cherry MX Red,Multicolor,FALSE,Wired,Black / Silver
Patriot Viper V770,49.99,Gaming,Kailh Red,RGB,FALSE,Wired,Black
Ducky One 3 Matcha,109,Standard,Cherry MX Brown,Unknown,TRUE,Wired,Beige / Green
EVGA Z15,109.82,Gaming,Kailh Silver Speed,RGB,FALSE,Wired,Black
Razer BlackWidow Tournament Edition Chroma V2,139.99,Gaming,Razer Green,RGB,TRUE,Wired,Black
Rosewill NEON K54,29.99,Gaming,Unknown,RGB,FALSE,Wired,Black
NZXT Function Tenkeyless,151.98,Gaming,Gateron Red,RGB,TRUE,Wired,Black
Ducky One 3 Matcha,0,Standard,Cherry MX Silent Red,Unknown,TRUE,Wired,Beige / Green
Akko 5087S Shine-Through,0,Standard,Akko CS Jelly Pink Linear,RGB,TRUE,Wired,Black
Razer BlackWidow V3,159,Gaming,Razer Yellow,RGB,FALSE,Wired,Black
Logitech K400,39.99,Slim,Unknown,Unknown,TRUE,Wireless,Black
Logitech MX KEYS S,187.98,Slim,Unknown,White,FALSE,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman Gears of War 5 Edition,249.99,Gaming,Razer Purple Optical Clicky,RGB,FALSE,Wired,Gray / Black
Logitech G Pro League of Legends,88,Gaming,GX Brown,RGB,TRUE,Wired,Blue / Black
GameMax Pulse,0,Gaming,Unknown,Multicolor,FALSE,Wired,Black
Rii RK105,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Alienware AW510K Dark side of the moon,126.99,Gaming,Cherry MX Low Profile Red,RGB,FALSE,Wired,Black / Silver
Asus ROG Strix Flare (Cherry MX Brown),0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Dell KB212-B,52.25,Standard,Unknown,Unknown,FALSE,Wired,Black
Keychron K3 Pro,119.99,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,TRUE,"Wired, Bluetooth Wireless",Black
NZXT Function 2,109.99,Gaming,NZXT Swift Optical 40g,RGB,TRUE,"Wired, Wired",Black
Das Keyboard 4 Professional,179,Standard,Cherry MX Brown,Unknown,FALSE,Wired,Black / Red
Asus ROG Strix Scope RX EVA-02 Edition,259.99,Gaming,ROG RX Blue Optical,RGB,FALSE,Wired,Red / Black
HP HyperX Alloy Core,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Razer Tartarus Pro,129.99,Ergonomic,Razer Red Optical Linear,RGB,TRUE,Wired,White / Gray
Corsair K70 RGB TKL CHAMPION SERIES,0,Gaming,Cherry MX Red,RGB,TRUE,Wired,Black
Keychron C2 Pro V1 Hotswap,84,Standard,Keychron K Pro Brown,RGB,FALSE,Wired,Black / Gray
Corsair K55 + HARPOON RGB,149.99,Gaming,Unknown,RGB,FALSE,Wired,Black
Microsoft Sculpt Ergonomic Keyboard For Business,299.95,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
Corsair K70,224.99,Gaming,Cherry MX Blue,Red,FALSE,Wired,Black
Redragon K552-RGB,0,Gaming,Outemu Blue,RGB,TRUE,Wired,Black
Logitech Corded Keyboard K280e,0,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech MX KEYS MINI,97.72,Mini,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",Gray
Keychron Q6,0,Gaming,Gateron G Pro Brown,RGB,FALSE,Wired,Blue
Logitech G713,138.63,Gaming,GX Red,RGB,TRUE,"Wired, Wired",White
NZXT Function 2,134.99,Gaming,NZXT Swift Optical 40g,RGB,FALSE,"Wired, Wired",White
Das Keyboard 6 Professional,199,Standard,Cherry MX Blue,White,FALSE,Wired,Black
Logitech G512 CARBON,0,Gaming,GX Red,RGB,FALSE,Wired,Black
Corsair STRAFE RGB,0,Gaming,Cherry MX Red,RGB,FALSE,Wired,Black
Cherry JK-0800,22.35,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech MK320,29.99,Standard,Unknown,Unknown,FALSE,Wireless,Black
SIIG JK-WR0T12-S1,16.88,Standard,Unknown,Unknown,FALSE,Wireless,Black
Drevo BladeMaster TE RGB,0,Gaming,Gateron Blue,RGB,TRUE,Wired,Black
Logitech MX KEYS S,109.99,Standard,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",White
Keychron K2 Hot-swappable,0,Gaming,Gateron Brown,White,TRUE,Wireless,Black / White
Razer BlackWidow V3 Mini HyperSpeed - Phantom Edition,169.9,Gaming,Razer Green,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Corsair K65 RGB MINI,0,Mini,Cherry MX Red,RGB,TRUE,Wired,White
HP QY776AA,89.42,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech ERGO K860,129.99,Ergonomic,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Unknown
RK Royal Kludge RK71,0,Gaming,RK Brown,RGB,TRUE,Bluetooth Wireless,Black
Asus TUF Gaming Combo K1 & M3,0,Gaming,Unknown,RGB,FALSE,Wired,Gunmetal
Cooler Master CK720 US,78.19,Gaming,Kailh Box Red V2,RGB,TRUE,Wired,Silver / White
Dell KM5221W,34.35,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,TRUE,Wired,Black
Keychron V1 Max,0,Mini,Gateron Jupiter Brown,Unknown,TRUE,"Wired, Wired, Wireless, Bluetooth Wireless",Black / Blue
Tecware Phantom RGB,45.99,Gaming,Outemu Blue,RGB,TRUE,Wired,Black
Dell KM7321W,70.9,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black / Gray
SteelSeries Apex 7,139.99,Gaming,SteelSeries QX2 Brown,RGB,FALSE,Wired,Black
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,TRUE,Wired,Black
Ducky One 2 Mini,0,Standard,Cherry MX Red,RGB,TRUE,Wired,White / Black
Razer BlackWidow Chroma,0,Gaming,Razer Green,RGB,FALSE,Wired,Black
RK Royal Kludge RK71,0,Gaming,RK Brown,RGB,TRUE,Bluetooth Wireless,White
Redragon K615 Elise,0,Mini,Outemu Blue Low Profile,RGB,TRUE,Wired,Black
Logitech MX Keys Gen 2,199.99,Slim,Unknown,Unknown,FALSE,"Wired, Wired, Wireless, Bluetooth Wireless",Unknown
Corsair K55 CORE RGB,0,Gaming,Unknown,RGB,FALSE,Wired,Black
HP 330,24.99,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Cooler Master CK721,79.98,Gaming,TTC Brown,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Silver / White
V7 KU200US,28.57,Standard,Unknown,Unknown,FALSE,Wired,Black
Keychron K2 Plastic,0,Standard,Gateron G Pro Blue,White,TRUE,Wireless,Black / Gray
Inland ProHT,39.46,Gaming,Outemu Blue,Multicolor,FALSE,Unknown,Black
Logitech MK295 Silent,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Logitech MX KEYS S,92.42,Standard,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,FALSE,Wired,Black
IQUNIX OG80 Wormhole,149.97,Gaming,Cherry MX Red,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White / Green
Logitech Wireless Combo MK260,97.93,Standard,Unknown,Unknown,FALSE,Wireless,Black
Corsair K70 CORE w/Palmrest,0,Gaming,Corsair MLX Red Linear,RGB,FALSE,Wired,Black
Logitech K120,16.98,Standard,Unknown,Unknown,FALSE,Wired,Black
Ducky One 2 Mini,0,Standard,Cherry MX Speed Silver,RGB,TRUE,Wired,White / Black
Logitech MX Mechanical Mini,129.99,Slim,Kailh Choc V2 Red,White,TRUE,Wireless,Unknown
Asus ROG Strix Scope,119.99,Gaming,ROG NX Red,RGB,TRUE,Wired,Black
Redragon K550-W RGB Yama,0,Gaming,Outemu Purple,RGB,FALSE,Wired,White
Thermaltake ARGENT K6,199.99,Gaming,Cherry MX Low Profile Red,RGB,FALSE,Wired,Unknown
Cooler Master SK622,100.64,Gaming,TTC Red Low Profile,RGB,TRUE,"Wired, Bluetooth Wireless",Black
SteelSeries Apex 7 TKL,108.99,Gaming,SteelSeries QX2 Blue,RGB,TRUE,Wired,Black
Logitech K780,59.99,Slim,Unknown,Unknown,FALSE,Wireless,Black
Razer BlackWidow V3 Mini HyperSpeed,154,Gaming,Razer Yellow,RGB,TRUE,Wireless,Black
EagleTec KG011-N,36.99,Standard,Outemu Blue,Unknown,FALSE,Wired,White
ROCCAT Vulcan Pro,117.55,Gaming,Roccat Titan Red,RGB,FALSE,Wired,Black
SteelSeries Apex 3,0,Gaming,Unknown,RGB,TRUE,Wired,Black
Redragon K585 DITI,36.99,Gaming,Outemu Blue,RGB,FALSE,Wired,Black
HP 320K,13.99,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech MK540 Advanced,37.95,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Corsair K65 RGB MINI,0,Mini,Cherry MX Red,RGB,TRUE,Wired,Black
Logitech G715,0,Gaming,GX Red,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
SteelSeries Apex Pro Mini Wireless,0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,"Wireless, Bluetooth Wireless",Black
Logitech Signature K650,49.99,Standard,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",White
Corsair STRAFE,0,Gaming,Cherry MX Red,Red,FALSE,Wired,Black
EVGA Z20,109,Gaming,LK Light Strike Clicky,RGB,FALSE,Wired,Black
SteelSeries Apex Pro TKL (2023),0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,Wired,Black
YEYIAN Asward 3000,54.99,Gaming,Outemu Red,RGB,FALSE,Wired,Black
Razer Ornata,79.25,Gaming,Unknown,Green,FALSE,Wired,Black
Logitech Pedbble Keys 2 K380S,32,Standard,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Logitech K360,24.99,Mini,Unknown,Unknown,FALSE,Wireless,Black
Keychron K2 V2 Aluminum,99.99,Standard,Gateron G Pro Blue,RGB,TRUE,Wireless,Black / Gray
Keychron K2 Plastic,79.98,Standard,Gateron G Pro Brown,White,TRUE,Wireless,Black / Gray
Keychron K5 Pro,114.99,Gaming,Gateron Low-Profile Red,RGB,FALSE,"Wired, Bluetooth Wireless",White
Keychron K3 V2 Ultra-slim,83.99,Standard,Gateron Low-Profile Brown,White,TRUE,"Wired, Wired, Bluetooth Wireless",Black / Gray
Redragon K561 VISNU,0,Gaming,Outemu Blue,RGB,TRUE,Wired,Black
Logitech MK520,50.01,Ergonomic,Unknown,Unknown,FALSE,Wireless,Black
HP HyperX Alloy FPS Pro,0,Gaming,Cherry MX Red,Red,TRUE,Wired,Black
Ducky One 2 Mini,0,Standard,Cherry MX Silent,RGB,TRUE,Wired,White / Black
HAVIT HV-KB395L,0,Gaming,Kailh Blue,RGB,FALSE,Wired,Black
DROP MDX-31827-8,314.14,Gaming,Kailh Halo Clear,RGB,TRUE,"Wired, Wired",Black
Cherry MX 10.0N,117.22,Slim,Cherry MX Low Profile Speed Silver,RGB,FALSE,Wired,Black
SteelSeries 68095,44.87,Gaming,Unknown,Unknown,FALSE,Wired,Black
Cooler Master SK630,54.08,Gaming,Cherry MX Low Profile Red,RGB,TRUE,Wired,White / Silver
Keychron K5 Pro,104.99,Gaming,Gateron Low-Profile Blue,White,FALSE,"Wired, Bluetooth Wireless",White
Corsair K55 CORE RGB,39.97,Gaming,Unknown,RGB,FALSE,Wired,Gray / Black
Logitech MK540 Advanced,0,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Verbatim 99793,15.99,Slim,Unknown,Unknown,FALSE,Wireless,Black
Verbatim 98111,19.2,Standard,Unknown,Unknown,FALSE,Wired,Black
HP OMEN 1100,92,Gaming,Greetech Blue,Red,FALSE,Wired,Black / Red
Corsair K70 RGB PRO,0,Gaming,Corsair OPX,RGB,FALSE,Wired,White
Corsair K95 RGB PLATINUM,0,Gaming,Cherry MX Brown,RGB,FALSE,Wired,Black
Logitech MX KEYS MINI,71.09,Mini,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",Silver
ROCCAT Vulcan TKL Pro,193.39,Gaming,Roccat Titan Optical,RGB,TRUE,Wired,White / Silver
Razer Huntsman V3 Pro,0,Gaming,Razer Analog Optical Switch Gen-2,RGB,FALSE,Wired,Black
Ducky ONE 3,0,Gaming,Cherry MX Silent Red RGB,RGB,FALSE,Wired,Black
HP HyperX Alloy Origins,119,Gaming,HyperX Blue,RGB,FALSE,Wired,Black
NZXT Function,179,Gaming,Gateron Red,RGB,FALSE,Wired,White / Black
Keychron C1 Pro V1,69.98,Standard,Keychron K Pro Brown,RGB,TRUE,Wired,Black / Gray
Asus ROG Falchion,149.99,Gaming,ROG NX Blue,RGB,TRUE,"Wired, Wireless",Black
HP 230,24.99,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Logitech K830,386.67,Slim,Unknown,White,TRUE,Wireless,Black
Corsair K63 (MX Red w/Blue LED),0,Gaming,Cherry MX Red,Blue,TRUE,Wireless,Unknown
FNATIC miniSTREAK RGB,299,Gaming,Cherry MX Silent Red,RGB,TRUE,Wired,Black
ROCCAT Vulcan TKL,99.99,Gaming,Roccat Titan Brown,RGB,TRUE,Wired,Black
Thermaltake W1,109.99,Standard,Cherry MX Red,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Black
Logitech Pebble 2,48.78,Standard,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",Pink
ENDORFY Thock,0,Gaming,Kailh Red,RGB,TRUE,Wired,Black
Ducky Ducky One 2 SF RGB,0,Gaming,Cherry MX Blue,RGB,TRUE,Wired,Black
Logitech Wave Keys,59.99,Ergonomic,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Razer Battlefield 4 BlackWidow Ultimate,295,Gaming,Cherry MX Blue,Orange,FALSE,Wired,Black
Cobra Polygon,0,Gaming,Unknown,Unknown,FALSE,Wired,Black / Blue
Cooler Master CK721,0,Gaming,TTC Blue,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black / Gray
WASD CODE,0,Standard,Cherry MX Clear,White,TRUE,Wired,Black
Wooting Two HE,0,Gaming,Lekker linear60,RGB,FALSE,Wired,Black
Keychron Q1 Pro,0,Standard,Keychron K Pro Brown,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Qisan Magicforce,62.99,Mini,Gateron Brown,White,TRUE,Wired,Black
Logitech G413 SE,0,Gaming,Kailh LT Brown,White,TRUE,Wired,Black
Keychron K2 V2 Aluminum,0,Standard,Gateron G Pro Red,RGB,TRUE,Wireless,Black / Gray
Corsair K55 CORE RGB,0,Gaming,Unknown,RGB,FALSE,Wired,Black
Microsoft Desktop 850,58.99,Standard,Unknown,Unknown,FALSE,Wireless,Black
Razer BlackWidow V3 - Halo Infinite,151.46,Gaming,Razer Green,RGB,FALSE,Wired,Green / Black
HP 631341-B21,28.38,Standard,Unknown,Unknown,FALSE,Wired,Black
Cooler Master SK653,154.99,Gaming,TTC Red Low Profile,RGB,FALSE,Bluetooth Wireless,Gray / Black
Logitech G105,209.99,Gaming,Unknown,Blue,FALSE,Wired,Black
Deepcool KG722,0,Gaming,Gateron Red,RGB,TRUE,Wired,Black
SteelSeries Apex Pro Mini,0,Gaming,SteelSeries OmniPoint 2.0,RGB,TRUE,Wired,Black
Lenovo 300,23.99,Standard,Unknown,Unknown,FALSE,"Wired, Wireless",Black
Cooler Master CM Storm Devastator Gaming Bundle,0,Gaming,Unknown,Blue,FALSE,Wired,Black
Corsair STRAFE RGB MK.2,0,Gaming,Cherry MX Silent,RGB,FALSE,Wired,Unknown
Cooler Master MK730,219.16,Gaming,Cherry MX Red,RGB,TRUE,Wired,Black
Logitech Signature MK650,69.98,Standard,Unknown,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Black
Logitech MK470,40.98,Slim,Unknown,Unknown,FALSE,"Wired, Wireless",Pink / White
Microsoft PL2 Wedge Mobile Keyboard,299.99,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Redragon K550 RGB YAMA,0,Gaming,Outemu Purple,RGB,FALSE,Wired,Black
Razer TURRET FOR XBOX ONE,0,Gaming,Razer Green,RGB,TRUE,Wireless,Black
Akko 5087S Shine-Through,0,Standard,Akko CS Jelly Purple Tactile,RGB,TRUE,Wired,White
Keychron C3 Pro,0,Standard,Keychron K Pro Red,Red,FALSE,Wired,Black / Red
Ducky ONE 3 AURA,0,Gaming,Cherry MX Speed Silver RGB,RGB,FALSE,Wired,Black
Logitech Pebble 2,49.99,Standard,Unknown,Unknown,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
NZXT Function MiniTKL,109.93,Gaming,Gateron Red,RGB,TRUE,Wired,White / Black
Logitech K845,59.99,Standard,TTC Blue,White,FALSE,Wired,Black
Cooler Master SK622,0,Gaming,TTC Blue Low Profile,RGB,TRUE,"Wired, Bluetooth Wireless",Black
Ducky Ducky One 2 SF RGB,0,Gaming,Cherry MX Brown,RGB,TRUE,Wired,Black
Cooler Master SK622,44.75,Gaming,TTC Brown Low Profile,RGB,TRUE,"Wired, Bluetooth Wireless",White / Silver
Kensington K72357US,28.96,Slim,Unknown,Unknown,FALSE,Wired,Black
Thermaltake W1,109.99,Standard,Cherry MX Blue,Unknown,FALSE,"Wired, Wireless, Bluetooth Wireless",Black
Adesso WKB-1000BB,0,Mini,Unknown,Unknown,TRUE,Bluetooth Wireless,Black
Razer Pro Type Ultra - UK,0,Standard,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Cooler Master Devastator 3 (2022),0,Gaming,Unknown,RGB,FALSE,Wired,Black
IQUNIX ZX75 Gravity Wave,199.99,Gaming,TTC Speed Silver,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White / Yellow
A4Tech Bloody Gaming B975,125.99,Gaming,LK Light Strike Libra,RGB,FALSE,Wired,Black / Red
Keychron K13 Pro,119.99,Standard,Gateron Low-Profile Red,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Red
NZXT Function 2,124.12,Gaming,NZXT Swift Optical 40g,RGB,FALSE,"Wired, Wired",Black
Logitech K310,170.59,Standard,Unknown,Unknown,FALSE,Wired,Black
Logitech G910 Orion Spark,0,Gaming,Romer-G Tactile,RGB,FALSE,Wired,Black
Logitech G715,0,Gaming,GX Red,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
