name,price,type,efficiency,wattage,modular,color
Xilence Performance A+ III,0.0,ATX,bronze,550,false,Black / Red
XFX TS,0.0,ATX,gold,750,false,Unknown
FSP Group Raider S 450,0.0,ATX,silver,450,false,Unknown
Enermax Platimax,0.0,ATX,platinum,1350,Full,Black
Rosewill CMG850,0.0,ATX,gold,850,Full,Black
Phanteks PH-P650GS,0.0,ATX,gold,650,false,Black
Zalman TeraMax II,0.0,ATX,gold,750,Full,White
Raidmax Cobra,0.0,ATX,gold,1000,Semi,Unknown
Cougar GX-F,0.0,ATX,gold,650,Full,Black / Orange
Cougar GX-F,0.0,ATX,gold,750,Full,Black / Orange
be quiet! Power Zone 1000W,0.0,ATX,bronze,1000,Full,Unknown
G.Skill PS1250P,0.0,ATX,platinum,1250,Full,Black
OCZ Fatal1ty,0.0,ATX,bronze,550,Full,Unknown
XFX ProSeries,0.0,ATX,silver,850,Semi,Unknown
Cooler Master VSM,0.0,ATX,gold,650,Semi,Unknown
Antec Earthwatts Green,0.0,ATX,bronze,750,false,Unknown
Antec High Current Pro,0.0,ATX,gold,750,Semi,Unknown
Rosewill ARC 550,0.0,ATX,bronze,550,false,Unknown
Nfortec Sagitta RGB,0.0,ATX,gold,750,Full,Black
OCZ ZS,0.0,ATX,bronze,750,false,Unknown
Cougar BXM850,0.0,ATX,bronze,850,Semi,Orange / Black
Fractal Design Integra R2,0.0,ATX,bronze,500,false,Unknown
Athena Power AP-P4ATX80FEP8,0.0,ATX,bronze,800,false,Unknown
Fractal Design Integra R2,0.0,ATX,bronze,750,false,Unknown
Sentey ERP-700-SS,0.0,ATX,Unknown,700,false,Unknown
Antec High Current Gamer Extreme,0.0,ATX,gold,1000,Full,Unknown
Cooler Master MasterWatt,0.0,ATX,bronze,450,Semi,Black
SeaSonic PRIME Gold,0.0,ATX,gold,850,Full,Unknown
FSP Group AU-750M,0.0,ATX,gold,750,Semi,Unknown
Ultra X4 Special Edition,0.0,ATX,bronze,1000,Full,Unknown
Cooler Master GXII,0.0,ATX,bronze,550,false,Unknown
iStarUSA TC-1200PD8G,311.99,ATX,Unknown,1200,Full,Gray
Thermaltake Toughpower DPS G,0.0,ATX,gold,750,Full,Unknown
Athena Power AP-MFATX50P8,179.99,Flex ATX,silver,500,false,Unknown
Enermax MarbleBron,0.0,ATX,bronze,850,Semi,White
Deepcool PM700D,0.0,ATX,gold,700,false,Black
Thermaltake Toughpower,0.0,ATX,silver,1500,Semi,Unknown
be quiet! POWER 2,0.0,SFX,bronze,400,false,Unknown
Enermax REVOLUTION87+,0.0,ATX,gold,550,Semi,Unknown
Fractal Design Edison M,0.0,ATX,gold,550,Semi,Unknown
SeaSonic SS-600ES,100.26,ATX,bronze,600,false,Gray
Rosewill Capstone,0.0,ATX,gold,1000,Semi,Black
SeaSonic SS-750HT Silver,0.0,ATX,silver,750,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,platinum,1200,Full,Unknown
Cougar POLAR X2,0.0,ATX,platinum,1050,Full,White / Gray
Chieftec Polaris 3.0,216.85,ATX,gold,1050,Full,Black
Rosewill Capstone,0.0,ATX,gold,450,false,Unknown
Cooler Master Silent Pro Hybrid,0.0,ATX,gold,1300,Full,Unknown
Thermaltake EVO_Blue,0.0,ATX,gold,750,Semi,Unknown
Raidmax RX-450K,0.0,ATX,Unknown,450,false,Unknown
Athena Power AP-TFX40,0.0,TFX,bronze,400,false,Unknown
Cougar SL400,0.0,ATX,Unknown,400,false,Unknown
Silverstone Strider,0.0,ATX,plus,400,false,Unknown
Zalman ACRUX,0.0,ATX,platinum,1000,Full,Black / Silver
SeaSonic X,0.0,ATX,gold,1050,Full,Unknown
Cougar RX500,0.0,ATX,plus,500,false,Unknown
Antec Earthwatts,0.0,ATX,plus,750,false,Unknown
Antec True Power,0.0,ATX,bronze,1000,Full,Unknown
Antec True Power,0.0,ATX,silver,1200,Semi,Unknown
Antec True Power,0.0,ATX,silver,1200,Full,Unknown
Apevia ATX-AS500W-BK,0.0,ATX,Unknown,500,false,Unknown
Mushkin MKNPSJL800,0.0,ATX,silver,800,false,Unknown
CoolMax CL-700B,0.0,ATX,Unknown,700,false,Unknown
SeaSonic SSP-350ST,0.0,ATX,bronze,350,false,Unknown
Rosewill Stallion,0.0,ATX,Unknown,500,false,Unknown
Silverstone Nightjar,0.0,ATX,bronze,400,false,Unknown
Sunbeam PSU-COM780-BK-US,0.0,ATX,Unknown,780,Full,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,750,Semi,Unknown
Thermaltake TR2,0.0,ATX,plus,700,false,Unknown
Thermaltake TR2,0.0,ATX,Unknown,650,Full,Unknown
be quiet! System Power U9,0.0,ATX,bronze,500,false,Black
Rosewill CFZ,0.0,ATX,bronze,750,Semi,Black
Rosewill Quark 1000,0.0,ATX,platinum,1000,Full,Unknown
SeaSonic Core GC,0.0,ATX,gold,550,false,Black / Yellow
CoolMax ZU-700B,0.0,ATX,bronze,700,Semi,Unknown
SeaSonic M12II 850 EVO,0.0,ATX,bronze,850,Full,Black
Antec High Current Pro,0.0,ATX,platinum,1000,Full,Unknown
EVGA SuperNOVA NEX1500 Classified,0.0,ATX,gold,1500,Full,Unknown
CoolMax ZU-1000B,0.0,ATX,bronze,1000,Semi,Unknown
XFX XT,0.0,ATX,bronze,400,false,Unknown
Deepcool PL800D,0.0,ATX,bronze,800,false,Black
Enermax MarbleBron,0.0,ATX,bronze,650,Semi,Black
Silverstone Zeus,0.0,ATX,silver,1350,Full,Unknown
Antec NeoECO Platinum,0.0,ATX,platinum,750,Full,Black
BitFenix Whisper M,0.0,ATX,gold,550,Full,Unknown
Enermax ETL450AWT-M,0.0,ATX,bronze,450,Semi,Unknown
CoolMax ZU-600B,0.0,ATX,bronze,600,Semi,Unknown
Thermaltake Smart,0.0,ATX,bronze,1000,Semi,Unknown
FSP Group Berzerker,0.0,ATX,bronze,500,false,Unknown
Silverstone Strider Platinum,0.0,ATX,platinum,1000,Full,Unknown
Super Flower Leadex Titanium,0.0,ATX,titanium,750,Full,Black
Silverstone Strider Platinum,0.0,ATX,platinum,550,Full,Unknown
In Win GreenMe 650,0.0,ATX,bronze,650,false,Unknown
Antec EA-750 Platinum,0.0,ATX,platinum,750,false,Unknown
Cougar GX-S,0.0,ATX,gold,450,false,Unknown
Silverstone Strider,0.0,ATX,gold,700,false,Unknown
Antec High Current Pro,0.0,ATX,platinum,850,Full,Unknown
Xigmatek NRP-MC802,0.0,ATX,bronze,800,Full,Unknown
Deepcool PN850M WH,0.0,ATX,gold,850,Full,White
Zalman zm-650-XG,0.0,ATX,gold,650,Semi,Unknown
StarTech ATX2POWER450,0.0,ATX,Unknown,450,false,Unknown
EVGA 550 GD,0.0,ATX,gold,550,false,Black
Thermaltake Toughpower PF1 - TT Premium Edition,0.0,ATX,platinum,1200,Full,Black
NZXT HALE 90,0.0,ATX,gold,850,Full,Unknown
Rosewill LEPTON,0.0,ATX,gold,500,Semi,Black
LC-Power LC1200P V3.0,0.0,ATX,platinum,1200,Full,Black
RIOTORO BUILDER,0.0,ATX,gold,1200,Full,Black / Red
Zalman 850-HP Plus,0.0,ATX,silver,850,Semi,Unknown
Ultra LSP650,0.0,ATX,Unknown,650,false,Unknown
Sentey MBP HM,0.0,ATX,bronze,850,Semi,Black
Segotep GM,0.0,ATX,gold,1000,Full,White
Kingwin Lazer,0.0,ATX,bronze,1000,Semi,Unknown
Cooler Master V Semi-Modular,0.0,ATX,gold,550,Semi,Unknown
FSP Group Hydro X,0.0,ATX,gold,550,false,Unknown
FSP Group Hydro X,0.0,ATX,gold,650,false,Unknown
be quiet! Pure Power 9,0.0,ATX,silver,400,false,Unknown
Rosewill HERCULES-1600S,0.0,ATX,gold,1600,Semi,Unknown
NZXT HALE82N 650W,0.0,ATX,bronze,650,false,Unknown
Rosewill Lightning,0.0,ATX,gold,1000,Semi,Unknown
FSP Group ATX300-PA,0.0,ATX,Unknown,300,false,Unknown
Noua Volture X GX-MVX,0.0,ATX,gold,850,Full,Black
Rosewill LEPTON 700,0.0,ATX,gold,700,Semi,Unknown
SeaSonic Platinum,0.0,ATX,platinum,1200,Full,Unknown
Thermalright TG,0.0,ATX,gold,1200,Full,Black
XFX Core Edition,0.0,ATX,bronze,850,false,Unknown
PC Power & Cooling Silencer Mk II,0.0,ATX,bronze,650,false,Unknown
Zalman TeraMax II,0.0,ATX,gold,1000,Full,White
Rosewill Capstone G850,0.0,ATX,gold,850,Semi,Unknown
Rosewill G650,0.0,ATX,gold,650,Semi,Unknown
FSP Group AURUM 92+,0.0,ATX,platinum,450,Semi,Unknown
LEPA MX-F1,0.0,ATX,Unknown,400,false,Unknown
FSP Group VITAL 400,0.0,ATX,plus,400,false,Unknown
In Win Commander II,0.0,ATX,bronze,1200,Full,Unknown
Rosewill HERCULES-1600,0.0,ATX,silver,1600,Semi,Unknown
Rosewill ARC M450,0.0,ATX,bronze,450,Semi,Unknown
Rosewill SMG750,0.0,ATX,gold,750,Full,Black
Rosewill ARC M650,0.0,ATX,bronze,650,Semi,Unknown
OCZ ZS,0.0,ATX,bronze,550,false,Unknown
Raidmax Cobra,0.0,ATX,gold,1200,Semi,Black / Gold
Xilence XP530R8,0.0,ATX,bronze,530,false,Black / Red
Xilence XP730R8,0.0,ATX,bronze,730,false,Black / Red
Sentey ERP-500-SS,0.0,ATX,Unknown,500,false,Unknown
Cooler Master Silent Pro M2,0.0,ATX,silver,1000,Semi,Unknown
Cougar COUGAR-GX700,0.0,ATX,gold,700,Full,Unknown
PC Power & Cooling Silencer MK III,0.0,ATX,gold,850,Semi,Unknown
Azza PSAZ-500B12,0.0,ATX,Unknown,500,false,Unknown
SeaSonic ECO,0.0,ATX,bronze,430,false,Unknown
Super Flower Golden Green HX,0.0,ATX,gold,750,false,Unknown
Mushkin MKNPSJL1000,0.0,ATX,gold,1000,false,Unknown
Silverstone DA700,0.0,ATX,Unknown,700,Full,Unknown
Corsair VS350,0.0,ATX,Unknown,350,false,Unknown
Thermaltake German,0.0,ATX,gold,650,Semi,Unknown
Inter-Tech 88882144,0.0,TFX,Unknown,300,false,Silver
SeaSonic SS-850HT Silver,169.0,ATX,silver,850,false,Unknown
FSP Group VITA-850GM,0.0,ATX,gold,850,Full,Black
Thermalright AG-750,0.0,ATX,gold,750,Full,White
Thermalright TP,0.0,ATX,platinum,1000,Full,White
PC Power & Cooling Silencer,298.98,ATX,platinum,1200,Full,Unknown
FSP Group FSP300-60LG-5K,148.02,Flex ATX,bronze,300,false,Unknown
Rosewill VALENS-700,0.0,ATX,gold,700,false,Unknown
YEYIAN Raiden RGB,0.0,ATX,plus,500,false,Black
Cooler Master Silent Pro Gold,0.0,ATX,gold,550,false,Unknown
Raidmax Cobra,0.0,ATX,bronze,600,false,Unknown
SeaSonic S12G,0.0,ATX,gold,450,false,Unknown
Logisys PS600XBK,0.0,ATX,Unknown,600,false,Unknown
be quiet! POWER 2,0.0,SFX,bronze,300,false,Unknown
Antec VP,0.0,ATX,plus,550,false,Unknown
Ultra X4,0.0,ATX,silver,850,Full,Unknown
Enermax REVOLUTION X't,0.0,ATX,gold,430,Semi,Unknown
Deepcool GamerStorm DQ-M,0.0,ATX,gold,750,Full,Black / Silver
LC-Power LC850P V3.0,0.0,ATX,platinum,850,Full,Black
Thermaltake Toughpower,0.0,ATX,plus,1200,Full,Unknown
OCZ ZT,0.0,ATX,bronze,650,Full,Unknown
Thermaltake Toughpower Grand,0.0,ATX,platinum,1050,Full,Unknown
Rosewill Glacier 1000M,0.0,ATX,bronze,1000,Semi,Unknown
Rosewill CMG1200G5,0.0,ATX,gold,1200,Full,Black
Thermaltake EVO_Blue,0.0,ATX,Unknown,750,Full,Unknown
HEC HEC200SAFX,0.0,Mini ITX,Unknown,200,false,Unknown
Corsair Vengeance 500,0.0,ATX,bronze,500,false,Unknown
Chieftec Polaris Pro,0.0,ATX,platinum,1300,Full,Black
Thermaltake EVO_Blue,114.99,ATX,gold,650,Semi,Unknown
FSP Group Dagger 500,0.0,SFX,gold,500,Full,Black
LEPA G1000-MA,0.0,ATX,gold,1000,Semi,Unknown
"FSP Group Hydro PTM X PRO,Gen5",0.0,ATX,platinum,850,Full,White
Zalman ACRUX,0.0,ATX,platinum,750,Full,Black / Silver
Zalman ACRUX,0.0,ATX,platinum,1200,Full,Black / Silver
Silverstone Strider,0.0,ATX,bronze,600,false,Unknown
Enermax RevoBron TGA,0.0,ATX,bronze,700,Semi,Black
Cougar RX600,0.0,ATX,plus,600,false,Unknown
Antec High Current Pro,0.0,ATX,gold,1200,false,Unknown
Apevia ATX-JV650W,0.0,ATX,Unknown,650,false,Unknown
Apevia ATX-WA900W,0.0,ATX,Unknown,900,false,Unknown
HEC Raptor500,0.0,ATX,Unknown,500,false,Unknown
HEC HEC200SA2FX,0.0,Mini ITX,Unknown,200,false,Unknown
HEC HP485D,0.0,ATX,Unknown,485,false,Unknown
Cooler Master eXtreme Power Plus,0.0,ATX,Unknown,500,false,Unknown
CoolMax CUG-950B,0.0,ATX,Unknown,950,Full,Unknown
Corsair HX650,0.0,ATX,gold,650,Semi,Unknown
Enermax EMD625AWT_II,0.0,ATX,bronze,625,Full,Unknown
Enermax ERV920EWT,0.0,ATX,silver,920,Full,Unknown
Gigabyte GE-P450P-C2,0.0,ATX,plus,550,false,Unknown
OCZ Z Series Gold,0.0,ATX,gold,1000,Semi,Unknown
Raidmax RX-600AF,0.0,ATX,bronze,600,false,Unknown
Rosewill RV2-700,0.0,ATX,Unknown,700,false,Unknown
Rosewill RV350,0.0,ATX,Unknown,350,false,Unknown
Silverstone Strider,0.0,ATX,plus,1200,Full,Unknown
Silverstone Strider,0.0,ATX,bronze,600,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,bronze,775,Full,Unknown
be quiet! System Power U9,0.0,ATX,bronze,400,false,Black
Enermax NAXN ADV.,0.0,ATX,bronze,650,Semi,Unknown
Rosewill Quark 650,0.0,ATX,platinum,650,Full,Unknown
Antec Earthwatts,0.0,ATX,platinum,450,false,Unknown
Antec Earthwatts,0.0,ATX,bronze,550,false,Unknown
Enermax EPM750AWT,0.0,ATX,platinum,750,Semi,Unknown
Enermax EPM600AWT,0.0,ATX,platinum,600,Semi,Unknown
GameMax GM,0.0,ATX,gold,1650,false,Black
Enermax RevoBron,0.0,ATX,bronze,600,Semi,Unknown
FSP Group Hydro PTM PRO,0.0,ATX,platinum,650,Full,Black
Antec Earthwatts Green,0.0,ATX,bronze,350,false,Unknown
be quiet! Pure Power L7,0.0,ATX,plus,300,false,Unknown
be quiet! STRAIGHT POWER E9 | 400W,0.0,ATX,gold,400,false,Unknown
Enermax CYBERBRON,0.0,ATX,bronze,700,false,Black / Silver
Enermax REVOLUTION ATX 3.0,0.0,ATX,gold,1200,Full,Black / White
be quiet! Dark Power Pro 10,0.0,ATX,platinum,850,Semi,Unknown
LEPA MaxBron,0.0,ATX,bronze,650,Semi,Unknown
Antec VP PLUS,0.0,ATX,plus,500,false,Unknown
Cooler Master i600,0.0,ATX,bronze,600,false,Unknown
In Win Classic,0.0,ATX,platinum,750,Full,Unknown
Raidmax Scorpio,0.0,ATX,bronze,735,Semi,Unknown
be quiet! Straight Power E9,0.0,ATX,gold,600,false,Unknown
Super Flower Leadex III Super Pro,0.0,ATX,bronze,750,Full,Black
Thermaltake Toughpower DPS G RGB,0.0,ATX,titanium,1250,Full,Unknown
In Win IP-S350CQ2-0T,0.0,ATX,Unknown,350,false,Unknown
Sparkle FSP300-60THA,0.0,ATX,Unknown,300,false,Unknown
Enermax REVOLUTION X't II,0.0,ATX,gold,750,Semi,Unknown
Enermax TRIATHLOR ECO,0.0,ATX,bronze,800,Semi,Unknown
GAMDIAS ASTRAPE M1,0.0,ATX,plus,650,false,Black / Multicolor
FSP Group HEXA 85+,0.0,ATX,bronze,450,false,Black
Antec NE450M,0.0,ATX,bronze,450,Semi,Unknown
Rosewill Capstone,0.0,ATX,gold,550,Semi,Unknown
Thermalright AG-650,0.0,ATX,gold,650,Full,Black
Silverstone Strider,0.0,ATX,gold,600,false,Unknown
Athena Power AP-TFX30,0.0,TFX,Unknown,300,false,Unknown
Raidmax RX-835AP,0.0,ATX,bronze,835,Semi,Unknown
Raidmax RX-635AP,0.0,ATX,bronze,635,Semi,Unknown
Xigmatek ACXTNRP-PC402,0.0,ATX,bronze,400,false,Unknown
Deepcool PN650D WH,0.0,ATX,gold,650,Full,White
Zalman zm-550-XG,0.0,ATX,gold,550,Semi,Unknown
Zalman zm-400-LE,0.0,ATX,Unknown,400,false,Unknown
NZXT HALE90 V2,0.0,ATX,gold,850,Full,Unknown
Antec EarthWatts Platinum,0.0,ATX,platinum,650,false,Unknown
Thermaltake Madrid,0.0,ATX,gold,850,Semi,Black
EVGA 450 GD,0.0,ATX,gold,450,false,Black
Zalman TX,0.0,ATX,Unknown,500,false,Unknown
be quiet! Pure Power 9,0.0,ATX,silver,400,Semi,Unknown
Azza PSAZ-1000PT14,0.0,ATX,platinum,1000,Semi,Unknown
FSP Group DAGGER PRO ATX3.0,0.0,SFX,gold,750,Semi,Black
KOLINK Continuum,0.0,ATX,platinum,1500,Full,Black
KOLINK KL-850M,0.0,ATX,bronze,850,Semi,Black
SeaSonic G,0.0,ATX,gold,750,Semi,Unknown
Kingwin Mach 1,0.0,ATX,bronze,1000,Semi,Unknown
FSP Group Raider 450,0.0,ATX,bronze,450,false,Unknown
LEPA P1375-MA,0.0,ATX,platinum,1375,Full,Unknown
In Win PB,0.0,ATX,gold,850,Full,Unknown
Enermax ENP600AWT,0.0,ATX,plus,600,false,Unknown
Noua Volture GX-MV,0.0,ATX,gold,850,Full,Black
SHARKOON WPM Bronze,0.0,ATX,bronze,400,Semi,Unknown
Enermax MaxTytan,0.0,ATX,titanium,1250,Full,Black / Silver
Thermaltake Toughpower Grand,0.0,ATX,gold,850,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,1050,false,Unknown
Enermax ENP350AST,0.0,ATX,Unknown,350,false,Unknown
PC Power & Cooling Silencer Mk II,0.0,ATX,bronze,500,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,1200,false,Unknown
Thermaltake Toughpower Grand,0.0,ATX,gold,650,Full,Unknown
ADATA XPG Core Reactor II VE,0.0,ATX,gold,850,Full,Unknown
Xilence XP1250MR9,0.0,ATX,gold,1250,Full,Black / Red
Rosewill SilentNight-500,0.0,ATX,platinum,500,Semi,Unknown
be quiet! Pure Power L8,0.0,ATX,bronze,700,false,Unknown
FSP Group AURUM GOLD 600,0.0,ATX,gold,600,false,Unknown
EVGA SuperNOVA 850 PQ,0.0,ATX,platinum,850,Semi,Black
Cooler Master Hyper White,0.0,ATX,plus,500,false,Black
Rosewill Tachyon,0.0,ATX,platinum,650,Semi,Unknown
G.Skill PS850P,0.0,ATX,platinum,850,Full,Black
Fractal Design Tesla R2,0.0,ATX,gold,1000,false,Unknown
FSP Group Raider S 650,0.0,ATX,silver,650,false,Unknown
Athena Power AP-MFATX35,0.0,Mini ITX,bronze,350,false,Unknown
XFX ProSeries,0.0,ATX,silver,750,Semi,Unknown
Cooler Master VSM,0.0,ATX,gold,750,Semi,Unknown
Rosewill Lightning,0.0,ATX,gold,1300,Semi,Unknown
Cooler Master RS,0.0,ATX,bronze,650,false,Unknown
SeaSonic SS-500ET Bronze,0.0,ATX,bronze,500,false,Unknown
Cooler Master New GX,0.0,ATX,bronze,450,false,Unknown
Xion EN-450F12BK,0.0,ATX,Unknown,450,false,Unknown
Nfortec Sagitta RGB,0.0,ATX,gold,650,Full,Black
OCZ ZS,0.0,ATX,bronze,650,false,Unknown
Xilence XP630R8,0.0,ATX,bronze,630,false,Black / Red
Mistel MX650 FANLESS,0.0,ATX,platinum,650,Full,Black
be quiet! Straight Power 10,0.0,ATX,gold,700,false,Unknown
Linkworld LPK2-30-P4,0.0,ATX,Unknown,500,false,Unknown
Sentey GSP650-SM,0.0,ATX,gold,650,Full,Unknown
Cougar COUGAR-1000CMX,0.0,ATX,bronze,1000,false,Unknown
Cougar COUGAR-RS450,0.0,ATX,plus,450,false,Unknown
Cougar COUGAR-A560,0.0,ATX,bronze,560,false,Unknown
Thortech Thunderbolt,0.0,ATX,gold,650,Full,Unknown
Thortech Thunderbolt PLUS,0.0,ATX,gold,800,Full,Unknown
Apevia AR,0.0,ATX,Unknown,500,false,Black
Diablotek PSUL675,0.0,ATX,Unknown,675,false,Unknown
Silverstone NJ600,0.0,ATX,titanium,600,Full,Silver
Raidmax Cobra,0.0,ATX,bronze,500,false,Unknown
Super Flower Golden Silent,0.0,ATX,platinum,500,Semi,Unknown
Super Flower SF-1000F14MP Black,0.0,ATX,platinum,1000,Full,Unknown
Super Flower SF-1200F14MP Black,0.0,ATX,platinum,1200,Full,Unknown
In Win Compact,0.0,SFX,gold,700,Full,Black
Rosewill CS-1000M,0.0,ATX,gold,1000,Full,Black
RAIJINTEK CRATOS,0.0,ATX,gold,1000,Full,Black
Thermaltake Toughpower DPS G,0.0,ATX,gold,550,Full,Unknown
iTek GF EVO,0.0,ATX,gold,1000,Full,Black
Super Flower Leadex V Gold Pro,0.0,ATX,gold,1000,Full,Black
Rosewill VALENS-500M,0.0,ATX,gold,500,Semi,Unknown
Rosewill VALENS-600M,0.0,ATX,gold,600,Semi,Unknown
YEYIAN Raiden,0.0,ATX,bronze,550,false,Black
FSP Group FSP300-60GHT(85),0.0,TFX,bronze,300,false,Unknown
Silverstone Strider,0.0,ATX,gold,850,Full,Unknown
SeaSonic S12G,0.0,ATX,gold,750,false,Unknown
be quiet! TFX Power 2,0.0,TFX,gold,300,false,Unknown
Ultra X4,0.0,ATX,silver,1050,Full,Unknown
Kingwin Lazer Platinum,0.0,ATX,platinum,1000,Semi,Unknown
SeaSonic PRIME Ultra Platinum 650,0.0,ATX,platinum,650,Full,Black
SHARKOON WPC Bronze,0.0,ATX,bronze,550,false,Black
Ultra ULT-LS500,0.0,ATX,Unknown,500,false,Silver
OCZ ZT,0.0,ATX,bronze,550,Full,Unknown
Thermaltake Toughpower Grand,0.0,ATX,platinum,850,Full,Unknown
Thermaltake Smart,0.0,ATX,plus,530,false,Unknown
Thermaltake Toughpower XT,0.0,ATX,platinum,1275,Semi,Unknown
Rosewill RD-Z,0.0,ATX,plus,450,false,Black
Antec EDGE,0.0,ATX,gold,550,Full,Unknown
PC Power & Cooling Silencer MK III,0.0,ATX,bronze,400,Semi,Unknown
Rosewill Capstone,0.0,ATX,gold,650,false,Unknown
Enermax TRIATHLOR,0.0,ATX,bronze,550,Semi,Unknown
Raidmax RX-380K,0.0,ATX,Unknown,380,false,Unknown
NZXT HALE90 V2,0.0,ATX,gold,1000,Full,Unknown
Thermaltake EVO_Blue,0.0,ATX,gold,850,Semi,Unknown
NZXT HALE82,0.0,ATX,bronze,650,Semi,Unknown
E-Power EP-600NE-XV,0.0,ATX,Unknown,600,false,Unknown
SeaSonic SS-300ET Bronze,0.0,ATX,bronze,300,false,Unknown
"FSP Group Hydro PTM X PRO,Gen5",0.0,ATX,platinum,1000,Full,White
"FSP Group Hydro PTM X PRO,Gen5",0.0,ATX,platinum,1200,Full,White
In Win Commander III 600,0.0,ATX,gold,600,Semi,Unknown
Antec Basiq,0.0,ATX,Unknown,500,false,Unknown
Antec NeoECO,0.0,ATX,plus,400,false,Unknown
Apevia ATX-IB680W-GN,0.0,ATX,Unknown,680,false,Unknown
HEC HP585D RETAIL,0.0,ATX,Unknown,585,false,Unknown
HEC XP1080,0.0,ATX,Unknown,1080,Full,Unknown
Cooler Master eXtreme Power Plus,0.0,ATX,Unknown,460,false,Unknown
CoolMax CUG-700B,0.0,ATX,Unknown,700,Full,Unknown
Enermax EES400AWT_II,0.0,ATX,plus,400,false,Unknown
Enermax EMG700AWT,0.0,ATX,gold,700,Full,Unknown
OCZ EliteXStream,0.0,ATX,plus,800,false,Unknown
OCZ Z Series Gold,0.0,ATX,gold,850,Semi,Unknown
Sparkle SPI460PFB2-MC2,0.0,ATX,plus,460,false,Unknown
Rosewill Stallion,0.0,ATX,Unknown,500,false,Unknown
Silverstone OP800,0.0,ATX,Unknown,800,false,Unknown
Silverstone Strider,0.0,ATX,bronze,500,Full,Unknown
Silverstone Strider,0.0,ATX,bronze,750,false,Unknown
Thermaltake Black Widow,0.0,ATX,bronze,850,Semi,Unknown
Zalman ZM660-XT,0.0,ATX,bronze,660,Full,Unknown
SeaSonic SS-350ET Bronze,0.0,ATX,bronze,350,false,Unknown
SeaSonic X,0.0,ATX,gold,560,Full,Unknown
SeaSonic SS-300SFD,0.0,SFX,plus,300,false,Unknown
Deepcool PM550D,0.0,ATX,gold,550,false,Black
Rosewill CFZ,0.0,ATX,bronze,500,Semi,Black
Rosewill Quark 550,0.0,ATX,platinum,550,Full,Unknown
SeaSonic SSP-550RT,0.0,ATX,gold,550,false,Unknown
SeaSonic SSP-450RT,0.0,ATX,gold,450,false,Unknown
Sparkle GW-EPS1250DA,0.0,ATX,gold,1250,Full,Unknown
OCZ Fatal1ty,0.0,ATX,gold,1000,Semi,Unknown
VisionTek 900346,0.0,ATX,Unknown,500,false,Unknown
be quiet! Dark Power Pro 10,0.0,ATX,gold,1000,Semi,Unknown
Sparkle ATX-400PN-B204,0.0,ATX,Unknown,400,false,Unknown
Sparkle ATX-400PA,0.0,ATX,Unknown,400,false,Unknown
FSP Group AU-1000PRO,0.0,ATX,gold,1000,false,Unknown
Thermaltake Toughpower DPS G RGB Gold,0.0,ATX,gold,850,Full,Unknown
Thermaltake Toughpower DPS G RGB Gold,0.0,ATX,gold,750,Full,Unknown
Topower ZU-750W,0.0,ATX,Unknown,750,false,Unknown
Antec NeoECO V2,0.0,ATX,bronze,550,Semi,Black
Raidmax Scorpio,0.0,ATX,bronze,635,Semi,Unknown
CoolMax CL-500B,0.0,ATX,Unknown,500,false,Unknown
Super Flower Leadex III ARGB,0.0,ATX,gold,550,Full,Black
Super Flower Leadex III Super Pro,0.0,ATX,bronze,850,Full,Black
Ultra ULT-LSP550,0.0,ATX,Unknown,550,false,Unknown
Super Flower SF-750F14TG,0.0,ATX,gold,750,Full,Black
Silverstone Strider Platinum,0.0,ATX,platinum,1200,Full,Unknown
Diablotek PHD450,0.0,ATX,Unknown,450,false,Unknown
Diablotek PHD550,0.0,ATX,Unknown,550,false,Unknown
Antec High Current Pro,0.0,ATX,platinum,1300,Full,Unknown
In Win P55F,0.0,ATX,gold,550,false,Black
Deepcool PN750D WH,0.0,ATX,gold,750,Full,White
StarTech ATX2PW500PRO,0.0,ATX,Unknown,500,false,Unknown
StarTech ATX2POWER430,0.0,ATX,plus,430,false,Unknown
Thermaltake Cologne,0.0,ATX,bronze,730,false,Black
Zalman TX,0.0,ATX,Unknown,600,false,Unknown
NZXT HALE 90,0.0,ATX,gold,650,Full,Unknown
Aerocool GT-1050SG,0.0,ATX,gold,1050,Semi,Unknown
LEPA G1200-MA,0.0,ATX,gold,1200,Semi,Unknown
KOLINK Continuum V2,0.0,ATX,platinum,1050,Full,Black
KOLINK KL-400,0.0,ATX,bronze,400,false,Black
Sparkle R-FSP400-60ETN,0.0,ATX,platinum,400,false,Unknown
Cougar CougarA500,0.0,ATX,bronze,500,false,Unknown
Kingwin ABT-850MM,0.0,ATX,Unknown,850,false,Unknown
PC Power & Cooling Silencer,0.0,ATX,silver,760,false,Unknown
FSP Group Hydro X,0.0,ATX,gold,450,false,Unknown
FSP Group FSP650-80EGN,0.0,ATX,gold,650,false,Unknown
Raidmax RX-700AT,0.0,ATX,titanium,700,Semi,Black
XFX P1-750S-CAB9,0.0,ATX,bronze,750,false,Unknown
PC Power & Cooling Silencer,0.0,ATX,silver,910,false,Unknown
NZXT HALE82N 750W,0.0,ATX,bronze,750,false,Unknown
